,Cell_type,Time,Spot,Spot_loc,Growth
Pbr16_2_690,Pbr16,690.0,Pbr16_2,121_775_15,28262.0
Pbr16_3_690,Pbr16,690.0,Pbr16_3,157_651_20,53456.0
Pbr16_4_690,Pbr16,690.0,Pbr16_4,172_310_14,25455.0
Pbr16_5_690,Pbr16,690.0,Pbr16_5,210_210_24,69638.0
Pbr16_6_690,Pbr16,690.0,Pbr16_6,230_593_14,26991.0
Pbr16_7_690,Pbr16,690.0,Pbr16_7,336_235_20,68738.0
Pbr16_8_690,Pbr16,690.0,Pbr16_8,348_953_13,22973.0
Pbr16_9_690,Pbr16,690.0,Pbr16_9,372_461_8,8240.0
Pbr16_10_690,Pbr16,690.0,Pbr16_10,442_350_15,32977.0
Pbr16_11_690,Pbr16,690.0,Pbr16_11,446_197_15,33378.0
Pbr16_12_690,Pbr16,690.0,Pbr16_12,470_456_14,32333.0
Pbr16_13_690,Pbr16,690.0,Pbr16_13,470_609_8,11179.0
Pbr16_14_690,Pbr16,690.0,Pbr16_14,488_1060_8,10076.0
Pbr16_15_690,Pbr16,690.0,Pbr16_15,552_67_7,9335.0
Pbr16_16_690,Pbr16,690.0,Pbr16_16,581_27_7,9264.0
Pbr16_17_690,Pbr16,690.0,Pbr16_17,592_36_6,8428.0
Pbr16_18_690,Pbr16,690.0,Pbr16_18,616_916_15,34514.0
Pbr16_19_690,Pbr16,690.0,Pbr16_19,607_23_7,10264.0
Pbr16_20_690,Pbr16,690.0,Pbr16_20,666_263_15,33267.0
Pbr16_21_690,Pbr16,690.0,Pbr16_21,747_615_15,33471.0
Pbr16_22_690,Pbr16,690.0,Pbr16_22,763_285_8,9776.0
Pbr16_23_690,Pbr16,690.0,Pbr16_23,774_681_15,34759.0
Pbr16_24_690,Pbr16,690.0,Pbr16_24,775_527_15,36051.0
Pbr16_25_690,Pbr16,690.0,Pbr16_25,808_309_16,40814.0
Pbr16_26_690,Pbr16,690.0,Pbr16_26,834_393_5,7025.0
Pbr16_27_690,Pbr16,690.0,Pbr16_27,951_895_15,35876.0
Pbr16_28_690,Pbr16,690.0,Pbr16_28,965_675_16,43373.0
Pbr16_29_690,Pbr16,690.0,Pbr16_29,1001_920_15,34099.0
Pbr16_30_690,Pbr16,690.0,Pbr16_30,1015_1082_14,38856.0
Pbr16_0_874,Pbr16,874.0,Pbr16_0,63_526_14,24643.0
Pbr16_1_874,Pbr16,874.0,Pbr16_1,65_493_13,22980.0
Pbr16_2_874,Pbr16,874.0,Pbr16_2,121_775_15,28551.0
Pbr16_3_874,Pbr16,874.0,Pbr16_3,157_651_20,54373.0
Pbr16_4_874,Pbr16,874.0,Pbr16_4,172_310_14,25649.0
Pbr16_5_874,Pbr16,874.0,Pbr16_5,210_210_24,70267.0
Pbr16_6_874,Pbr16,874.0,Pbr16_6,230_593_14,27311.0
Pbr16_7_874,Pbr16,874.0,Pbr16_7,336_235_20,70189.0
Pbr16_8_874,Pbr16,874.0,Pbr16_8,348_953_13,23122.0
Pbr16_9_874,Pbr16,874.0,Pbr16_9,372_461_8,8366.0
Pbr16_10_874,Pbr16,874.0,Pbr16_10,442_350_15,33417.0
Pbr16_11_874,Pbr16,874.0,Pbr16_11,446_197_15,33715.0
Pbr16_12_874,Pbr16,874.0,Pbr16_12,470_456_14,32850.0
Pbr16_13_874,Pbr16,874.0,Pbr16_13,470_609_8,11344.0
Pbr16_14_874,Pbr16,874.0,Pbr16_14,488_1060_8,10145.0
Pbr16_15_874,Pbr16,874.0,Pbr16_15,552_67_7,9482.0
Pbr16_16_874,Pbr16,874.0,Pbr16_16,581_27_7,9373.0
Pbr16_17_874,Pbr16,874.0,Pbr16_17,592_36_6,8376.0
Pbr16_18_874,Pbr16,874.0,Pbr16_18,616_916_15,34861.0
Pbr16_19_874,Pbr16,874.0,Pbr16_19,607_23_7,10197.0
Pbr16_20_874,Pbr16,874.0,Pbr16_20,666_263_15,33753.0
Pbr16_21_874,Pbr16,874.0,Pbr16_21,747_615_15,33876.0
Pbr16_22_874,Pbr16,874.0,Pbr16_22,763_285_8,9908.0
Pbr16_23_874,Pbr16,874.0,Pbr16_23,774_681_15,35282.0
Pbr16_24_874,Pbr16,874.0,Pbr16_24,775_527_15,36480.0
Pbr16_25_874,Pbr16,874.0,Pbr16_25,808_309_16,41256.0
Pbr16_26_874,Pbr16,874.0,Pbr16_26,834_393_5,7004.0
Pbr16_27_874,Pbr16,874.0,Pbr16_27,951_895_15,36290.0
Pbr16_28_874,Pbr16,874.0,Pbr16_28,965_675_16,43976.0
Pbr16_29_874,Pbr16,874.0,Pbr16_29,1001_920_15,34444.0
Pbr16_30_874,Pbr16,874.0,Pbr16_30,1015_1082_14,39120.0
Pbr16_0_1657,Pbr16,1657.0,Pbr16_0,63_526_14,27510.0
Pbr16_1_1657,Pbr16,1657.0,Pbr16_1,65_493_13,25219.0
Pbr16_2_1657,Pbr16,1657.0,Pbr16_2,121_775_15,31330.0
Pbr16_3_1657,Pbr16,1657.0,Pbr16_3,157_651_20,62403.0
Pbr16_4_1657,Pbr16,1657.0,Pbr16_4,172_310_14,28009.0
Pbr16_5_1657,Pbr16,1657.0,Pbr16_5,210_210_24,77118.0
Pbr16_6_1657,Pbr16,1657.0,Pbr16_6,230_593_14,30448.0
Pbr16_7_1657,Pbr16,1657.0,Pbr16_7,336_235_20,80110.0
Pbr16_8_1657,Pbr16,1657.0,Pbr16_8,348_953_13,25163.0
Pbr16_9_1657,Pbr16,1657.0,Pbr16_9,372_461_8,9257.0
Pbr16_10_1657,Pbr16,1657.0,Pbr16_10,442_350_15,37985.0
Pbr16_11_1657,Pbr16,1657.0,Pbr16_11,446_197_15,37721.0
Pbr16_12_1657,Pbr16,1657.0,Pbr16_12,470_456_14,37178.0
Pbr16_13_1657,Pbr16,1657.0,Pbr16_13,470_609_8,12552.0
Pbr16_14_1657,Pbr16,1657.0,Pbr16_14,488_1060_8,10957.0
Pbr16_15_1657,Pbr16,1657.0,Pbr16_15,552_67_7,9340.0
Pbr16_16_1657,Pbr16,1657.0,Pbr16_16,581_27_7,9328.0
Pbr16_17_1657,Pbr16,1657.0,Pbr16_17,592_36_6,8319.0
Pbr16_18_1657,Pbr16,1657.0,Pbr16_18,616_916_15,38347.0
Pbr16_19_1657,Pbr16,1657.0,Pbr16_19,607_23_7,10341.0
Pbr16_20_1657,Pbr16,1657.0,Pbr16_20,666_263_15,37423.0
Pbr16_21_1657,Pbr16,1657.0,Pbr16_21,747_615_15,37816.0
Pbr16_22_1657,Pbr16,1657.0,Pbr16_22,763_285_8,10896.0
Pbr16_23_1657,Pbr16,1657.0,Pbr16_23,774_681_15,39413.0
Pbr16_24_1657,Pbr16,1657.0,Pbr16_24,775_527_15,40655.0
Pbr16_25_1657,Pbr16,1657.0,Pbr16_25,808_309_16,46014.0
Pbr16_26_1657,Pbr16,1657.0,Pbr16_26,834_393_5,6957.0
Pbr16_27_1657,Pbr16,1657.0,Pbr16_27,951_895_15,40260.0
Pbr16_28_1657,Pbr16,1657.0,Pbr16_28,965_675_16,48654.0
Pbr16_29_1657,Pbr16,1657.0,Pbr16_29,1001_920_15,37653.0
Pbr16_30_1657,Pbr16,1657.0,Pbr16_30,1015_1082_14,42296.0
Pbr16_0_230,Pbr16,230.0,Pbr16_0,63_526_14,24137.0
Pbr16_1_230,Pbr16,230.0,Pbr16_1,65_493_13,22506.0
Pbr16_2_230,Pbr16,230.0,Pbr16_2,121_775_15,28010.0
Pbr16_3_230,Pbr16,230.0,Pbr16_3,157_651_20,51854.0
Pbr16_4_230,Pbr16,230.0,Pbr16_4,172_310_14,25314.0
Pbr16_5_230,Pbr16,230.0,Pbr16_5,210_210_24,69132.0
Pbr16_6_230,Pbr16,230.0,Pbr16_6,230_593_14,26715.0
Pbr16_7_230,Pbr16,230.0,Pbr16_7,336_235_20,66720.0
Pbr16_8_230,Pbr16,230.0,Pbr16_8,348_953_13,22855.0
Pbr16_9_230,Pbr16,230.0,Pbr16_9,372_461_8,8131.0
Pbr16_10_230,Pbr16,230.0,Pbr16_10,442_350_15,32576.0
Pbr16_11_230,Pbr16,230.0,Pbr16_11,446_197_15,33005.0
Pbr16_12_230,Pbr16,230.0,Pbr16_12,470_456_14,31969.0
Pbr16_13_230,Pbr16,230.0,Pbr16_13,470_609_8,10977.0
Pbr16_14_230,Pbr16,230.0,Pbr16_14,488_1060_8,10008.0
Pbr16_15_230,Pbr16,230.0,Pbr16_15,552_67_7,9322.0
Pbr16_16_230,Pbr16,230.0,Pbr16_16,581_27_7,9447.0
Pbr16_17_230,Pbr16,230.0,Pbr16_17,592_36_6,8304.0
Pbr16_18_230,Pbr16,230.0,Pbr16_18,616_916_15,34249.0
Pbr16_19_230,Pbr16,230.0,Pbr16_19,607_23_7,10341.0
Pbr16_20_230,Pbr16,230.0,Pbr16_20,666_263_15,32952.0
Pbr16_21_230,Pbr16,230.0,Pbr16_21,747_615_15,33136.0
Pbr16_22_230,Pbr16,230.0,Pbr16_22,763_285_8,9660.0
Pbr16_23_230,Pbr16,230.0,Pbr16_23,774_681_15,34295.0
Pbr16_24_230,Pbr16,230.0,Pbr16_24,775_527_15,35675.0
Pbr16_25_230,Pbr16,230.0,Pbr16_25,808_309_16,40312.0
Pbr16_26_230,Pbr16,230.0,Pbr16_26,834_393_5,6980.0
Pbr16_27_230,Pbr16,230.0,Pbr16_27,951_895_15,35548.0
Pbr16_28_230,Pbr16,230.0,Pbr16_28,965_675_16,42907.0
Pbr16_29_230,Pbr16,230.0,Pbr16_29,1001_920_15,33854.0
Pbr16_30_230,Pbr16,230.0,Pbr16_30,1015_1082_14,38636.0
Pbr16_0_967,Pbr16,967.0,Pbr16_0,63_526_14,24803.0
Pbr16_1_967,Pbr16,967.0,Pbr16_1,65_493_13,23086.0
Pbr16_2_967,Pbr16,967.0,Pbr16_2,121_775_15,28786.0
Pbr16_3_967,Pbr16,967.0,Pbr16_3,157_651_20,54981.0
Pbr16_4_967,Pbr16,967.0,Pbr16_4,172_310_14,25767.0
Pbr16_5_967,Pbr16,967.0,Pbr16_5,210_210_24,70614.0
Pbr16_6_967,Pbr16,967.0,Pbr16_6,230_593_14,27493.0
Pbr16_7_967,Pbr16,967.0,Pbr16_7,336_235_20,71014.0
Pbr16_8_967,Pbr16,967.0,Pbr16_8,348_953_13,23253.0
Pbr16_9_967,Pbr16,967.0,Pbr16_9,372_461_8,8456.0
Pbr16_10_967,Pbr16,967.0,Pbr16_10,442_350_15,33679.0
Pbr16_11_967,Pbr16,967.0,Pbr16_11,446_197_15,34034.0
Pbr16_12_967,Pbr16,967.0,Pbr16_12,470_456_14,33212.0
Pbr16_13_967,Pbr16,967.0,Pbr16_13,470_609_8,11463.0
Pbr16_14_967,Pbr16,967.0,Pbr16_14,488_1060_8,10186.0
Pbr16_15_967,Pbr16,967.0,Pbr16_15,552_67_7,9352.0
Pbr16_16_967,Pbr16,967.0,Pbr16_16,581_27_7,9277.0
Pbr16_17_967,Pbr16,967.0,Pbr16_17,592_36_6,8413.0
Pbr16_18_967,Pbr16,967.0,Pbr16_18,616_916_15,35130.0
Pbr16_19_967,Pbr16,967.0,Pbr16_19,607_23_7,10374.0
Pbr16_20_967,Pbr16,967.0,Pbr16_20,666_263_15,33993.0
Pbr16_21_967,Pbr16,967.0,Pbr16_21,747_615_15,34183.0
Pbr16_22_967,Pbr16,967.0,Pbr16_22,763_285_8,9970.0
Pbr16_23_967,Pbr16,967.0,Pbr16_23,774_681_15,35674.0
Pbr16_24_967,Pbr16,967.0,Pbr16_24,775_527_15,36714.0
Pbr16_25_967,Pbr16,967.0,Pbr16_25,808_309_16,41575.0
Pbr16_26_967,Pbr16,967.0,Pbr16_26,834_393_5,6971.0
Pbr16_27_967,Pbr16,967.0,Pbr16_27,951_895_15,36524.0
Pbr16_28_967,Pbr16,967.0,Pbr16_28,965_675_16,44374.0
Pbr16_29_967,Pbr16,967.0,Pbr16_29,1001_920_15,34627.0
Pbr16_30_967,Pbr16,967.0,Pbr16_30,1015_1082_14,39341.0
Pbr16_0_782,Pbr16,782.0,Pbr16_0,63_526_14,24465.0
Pbr16_1_782,Pbr16,782.0,Pbr16_1,65_493_13,22853.0
Pbr16_2_782,Pbr16,782.0,Pbr16_2,121_775_15,28400.0
Pbr16_3_782,Pbr16,782.0,Pbr16_3,157_651_20,53853.0
Pbr16_4_782,Pbr16,782.0,Pbr16_4,172_310_14,25549.0
Pbr16_5_782,Pbr16,782.0,Pbr16_5,210_210_24,69900.0
Pbr16_6_782,Pbr16,782.0,Pbr16_6,230_593_14,27119.0
Pbr16_7_782,Pbr16,782.0,Pbr16_7,336_235_20,69368.0
Pbr16_8_782,Pbr16,782.0,Pbr16_8,348_953_13,23007.0
Pbr16_9_782,Pbr16,782.0,Pbr16_9,372_461_8,8314.0
Pbr16_10_782,Pbr16,782.0,Pbr16_10,442_350_15,33191.0
Pbr16_11_782,Pbr16,782.0,Pbr16_11,446_197_15,33468.0
Pbr16_12_782,Pbr16,782.0,Pbr16_12,470_456_14,32585.0
Pbr16_13_782,Pbr16,782.0,Pbr16_13,470_609_8,11217.0
Pbr16_14_782,Pbr16,782.0,Pbr16_14,488_1060_8,10113.0
Pbr16_15_782,Pbr16,782.0,Pbr16_15,552_67_7,9253.0
Pbr16_16_782,Pbr16,782.0,Pbr16_16,581_27_7,9290.0
Pbr16_17_782,Pbr16,782.0,Pbr16_17,592_36_6,8320.0
Pbr16_18_782,Pbr16,782.0,Pbr16_18,616_916_15,34692.0
Pbr16_19_782,Pbr16,782.0,Pbr16_19,607_23_7,10397.0
Pbr16_20_782,Pbr16,782.0,Pbr16_20,666_263_15,33483.0
Pbr16_21_782,Pbr16,782.0,Pbr16_21,747_615_15,33643.0
Pbr16_22_782,Pbr16,782.0,Pbr16_22,763_285_8,9834.0
Pbr16_23_782,Pbr16,782.0,Pbr16_23,774_681_15,34996.0
Pbr16_24_782,Pbr16,782.0,Pbr16_24,775_527_15,36233.0
Pbr16_25_782,Pbr16,782.0,Pbr16_25,808_309_16,41026.0
Pbr16_26_782,Pbr16,782.0,Pbr16_26,834_393_5,7033.0
Pbr16_27_782,Pbr16,782.0,Pbr16_27,951_895_15,36097.0
Pbr16_28_782,Pbr16,782.0,Pbr16_28,965_675_16,43638.0
Pbr16_29_782,Pbr16,782.0,Pbr16_29,1001_920_15,34274.0
Pbr16_30_782,Pbr16,782.0,Pbr16_30,1015_1082_14,38956.0
Pbr16_0_2072,Pbr16,2072.0,Pbr16_0,63_526_14,29801.0
Pbr16_1_2072,Pbr16,2072.0,Pbr16_1,65_493_13,27274.0
Pbr16_2_2072,Pbr16,2072.0,Pbr16_2,121_775_15,33713.0
Pbr16_3_2072,Pbr16,2072.0,Pbr16_3,157_651_20,66956.0
Pbr16_4_2072,Pbr16,2072.0,Pbr16_4,172_310_14,30649.0
Pbr16_5_2072,Pbr16,2072.0,Pbr16_5,210_210_24,82475.0
Pbr16_6_2072,Pbr16,2072.0,Pbr16_6,230_593_14,32586.0
Pbr16_7_2072,Pbr16,2072.0,Pbr16_7,336_235_20,86078.0
Pbr16_8_2072,Pbr16,2072.0,Pbr16_8,348_953_13,27159.0
Pbr16_9_2072,Pbr16,2072.0,Pbr16_9,372_461_8,9800.0
Pbr16_10_2072,Pbr16,2072.0,Pbr16_10,442_350_15,41047.0
Pbr16_11_2072,Pbr16,2072.0,Pbr16_11,446_197_15,40898.0
Pbr16_12_2072,Pbr16,2072.0,Pbr16_12,470_456_14,39878.0
Pbr16_13_2072,Pbr16,2072.0,Pbr16_13,470_609_8,13260.0
Pbr16_14_2072,Pbr16,2072.0,Pbr16_14,488_1060_8,11638.0
Pbr16_15_2072,Pbr16,2072.0,Pbr16_15,552_67_7,9259.0
Pbr16_16_2072,Pbr16,2072.0,Pbr16_16,581_27_7,9376.0
Pbr16_17_2072,Pbr16,2072.0,Pbr16_17,592_36_6,8309.0
Pbr16_18_2072,Pbr16,2072.0,Pbr16_18,616_916_15,41286.0
Pbr16_19_2072,Pbr16,2072.0,Pbr16_19,607_23_7,10258.0
Pbr16_20_2072,Pbr16,2072.0,Pbr16_20,666_263_15,40488.0
Pbr16_21_2072,Pbr16,2072.0,Pbr16_21,747_615_15,40630.0
Pbr16_22_2072,Pbr16,2072.0,Pbr16_22,763_285_8,11428.0
Pbr16_23_2072,Pbr16,2072.0,Pbr16_23,774_681_15,42375.0
Pbr16_24_2072,Pbr16,2072.0,Pbr16_24,775_527_15,43868.0
Pbr16_25_2072,Pbr16,2072.0,Pbr16_25,808_309_16,50171.0
Pbr16_26_2072,Pbr16,2072.0,Pbr16_26,834_393_5,6947.0
Pbr16_27_2072,Pbr16,2072.0,Pbr16_27,951_895_15,42783.0
Pbr16_28_2072,Pbr16,2072.0,Pbr16_28,965_675_16,52032.0
Pbr16_29_2072,Pbr16,2072.0,Pbr16_29,1001_920_15,40163.0
Pbr16_30_2072,Pbr16,2072.0,Pbr16_30,1015_1082_14,44678.0
Pbr16_0_1427,Pbr16,1427.0,Pbr16_0,63_526_14,26254.0
Pbr16_1_1427,Pbr16,1427.0,Pbr16_1,65_493_13,24341.0
Pbr16_2_1427,Pbr16,1427.0,Pbr16_2,121_775_15,30311.0
Pbr16_3_1427,Pbr16,1427.0,Pbr16_3,157_651_20,60040.0
Pbr16_4_1427,Pbr16,1427.0,Pbr16_4,172_310_14,27045.0
Pbr16_5_1427,Pbr16,1427.0,Pbr16_5,210_210_24,74177.0
Pbr16_6_1427,Pbr16,1427.0,Pbr16_6,230_593_14,29320.0
Pbr16_7_1427,Pbr16,1427.0,Pbr16_7,336_235_20,76666.0
Pbr16_8_1427,Pbr16,1427.0,Pbr16_8,348_953_13,24321.0
Pbr16_9_1427,Pbr16,1427.0,Pbr16_9,372_461_8,8943.0
Pbr16_10_1427,Pbr16,1427.0,Pbr16_10,442_350_15,36074.0
Pbr16_11_1427,Pbr16,1427.0,Pbr16_11,446_197_15,35890.0
Pbr16_12_1427,Pbr16,1427.0,Pbr16_12,470_456_14,35547.0
Pbr16_13_1427,Pbr16,1427.0,Pbr16_13,470_609_8,12228.0
Pbr16_14_1427,Pbr16,1427.0,Pbr16_14,488_1060_8,10628.0
Pbr16_15_1427,Pbr16,1427.0,Pbr16_15,552_67_7,9381.0
Pbr16_16_1427,Pbr16,1427.0,Pbr16_16,581_27_7,9341.0
Pbr16_17_1427,Pbr16,1427.0,Pbr16_17,592_36_6,8350.0
Pbr16_18_1427,Pbr16,1427.0,Pbr16_18,616_916_15,37032.0
Pbr16_19_1427,Pbr16,1427.0,Pbr16_19,607_23_7,10267.0
Pbr16_20_1427,Pbr16,1427.0,Pbr16_20,666_263_15,35890.0
Pbr16_21_1427,Pbr16,1427.0,Pbr16_21,747_615_15,36646.0
Pbr16_22_1427,Pbr16,1427.0,Pbr16_22,763_285_8,10406.0
Pbr16_23_1427,Pbr16,1427.0,Pbr16_23,774_681_15,37895.0
Pbr16_24_1427,Pbr16,1427.0,Pbr16_24,775_527_15,39097.0
Pbr16_25_1427,Pbr16,1427.0,Pbr16_25,808_309_16,44342.0
Pbr16_26_1427,Pbr16,1427.0,Pbr16_26,834_393_5,6963.0
Pbr16_27_1427,Pbr16,1427.0,Pbr16_27,951_895_15,38582.0
Pbr16_28_1427,Pbr16,1427.0,Pbr16_28,965_675_16,46991.0
Pbr16_29_1427,Pbr16,1427.0,Pbr16_29,1001_920_15,36499.0
Pbr16_30_1427,Pbr16,1427.0,Pbr16_30,1015_1082_14,41051.0
Pbr16_0_184,Pbr16,184.0,Pbr16_0,63_526_14,24117.0
Pbr16_1_184,Pbr16,184.0,Pbr16_1,65_493_13,22532.0
Pbr16_2_184,Pbr16,184.0,Pbr16_2,121_775_15,28018.0
Pbr16_3_184,Pbr16,184.0,Pbr16_3,157_651_20,51684.0
Pbr16_4_184,Pbr16,184.0,Pbr16_4,172_310_14,25300.0
Pbr16_5_184,Pbr16,184.0,Pbr16_5,210_210_24,69036.0
Pbr16_6_184,Pbr16,184.0,Pbr16_6,230_593_14,26698.0
Pbr16_7_184,Pbr16,184.0,Pbr16_7,336_235_20,66538.0
Pbr16_8_184,Pbr16,184.0,Pbr16_8,348_953_13,22834.0
Pbr16_9_184,Pbr16,184.0,Pbr16_9,372_461_8,8118.0
Pbr16_10_184,Pbr16,184.0,Pbr16_10,442_350_15,32539.0
Pbr16_11_184,Pbr16,184.0,Pbr16_11,446_197_15,33012.0
Pbr16_12_184,Pbr16,184.0,Pbr16_12,470_456_14,31900.0
Pbr16_13_184,Pbr16,184.0,Pbr16_13,470_609_8,10970.0
Pbr16_14_184,Pbr16,184.0,Pbr16_14,488_1060_8,9993.0
Pbr16_15_184,Pbr16,184.0,Pbr16_15,552_67_7,9385.0
Pbr16_16_184,Pbr16,184.0,Pbr16_16,581_27_7,9283.0
Pbr16_17_184,Pbr16,184.0,Pbr16_17,592_36_6,8310.0
Pbr16_18_184,Pbr16,184.0,Pbr16_18,616_916_15,34202.0
Pbr16_19_184,Pbr16,184.0,Pbr16_19,607_23_7,10303.0
Pbr16_20_184,Pbr16,184.0,Pbr16_20,666_263_15,32938.0
Pbr16_21_184,Pbr16,184.0,Pbr16_21,747_615_15,33147.0
Pbr16_22_184,Pbr16,184.0,Pbr16_22,763_285_8,9626.0
Pbr16_23_184,Pbr16,184.0,Pbr16_23,774_681_15,34208.0
Pbr16_24_184,Pbr16,184.0,Pbr16_24,775_527_15,35582.0
Pbr16_25_184,Pbr16,184.0,Pbr16_25,808_309_16,40196.0
Pbr16_26_184,Pbr16,184.0,Pbr16_26,834_393_5,6978.0
Pbr16_27_184,Pbr16,184.0,Pbr16_27,951_895_15,35478.0
Pbr16_28_184,Pbr16,184.0,Pbr16_28,965_675_16,42813.0
Pbr16_29_184,Pbr16,184.0,Pbr16_29,1001_920_15,33821.0
Pbr16_30_184,Pbr16,184.0,Pbr16_30,1015_1082_14,38642.0
Pbr16_0_2716,Pbr16,2716.0,Pbr16_0,63_526_14,33569.0
Pbr16_1_2716,Pbr16,2716.0,Pbr16_1,65_493_13,30863.0
Pbr16_2_2716,Pbr16,2716.0,Pbr16_2,121_775_15,37991.0
Pbr16_3_2716,Pbr16,2716.0,Pbr16_3,157_651_20,73858.0
Pbr16_4_2716,Pbr16,2716.0,Pbr16_4,172_310_14,34276.0
Pbr16_5_2716,Pbr16,2716.0,Pbr16_5,210_210_24,90901.0
Pbr16_6_2716,Pbr16,2716.0,Pbr16_6,230_593_14,36947.0
Pbr16_7_2716,Pbr16,2716.0,Pbr16_7,336_235_20,92820.0
Pbr16_8_2716,Pbr16,2716.0,Pbr16_8,348_953_13,30048.0
Pbr16_9_2716,Pbr16,2716.0,Pbr16_9,372_461_8,10698.0
Pbr16_10_2716,Pbr16,2716.0,Pbr16_10,442_350_15,45993.0
Pbr16_11_2716,Pbr16,2716.0,Pbr16_11,446_197_15,45940.0
Pbr16_12_2716,Pbr16,2716.0,Pbr16_12,470_456_14,45988.0
Pbr16_13_2716,Pbr16,2716.0,Pbr16_13,470_609_8,14537.0
Pbr16_14_2716,Pbr16,2716.0,Pbr16_14,488_1060_8,12605.0
Pbr16_15_2716,Pbr16,2716.0,Pbr16_15,552_67_7,9349.0
Pbr16_16_2716,Pbr16,2716.0,Pbr16_16,581_27_7,9362.0
Pbr16_17_2716,Pbr16,2716.0,Pbr16_17,592_36_6,8334.0
Pbr16_18_2716,Pbr16,2716.0,Pbr16_18,616_916_15,45483.0
Pbr16_19_2716,Pbr16,2716.0,Pbr16_19,607_23_7,10288.0
Pbr16_20_2716,Pbr16,2716.0,Pbr16_20,666_263_15,45482.0
Pbr16_21_2716,Pbr16,2716.0,Pbr16_21,747_615_15,45174.0
Pbr16_22_2716,Pbr16,2716.0,Pbr16_22,763_285_8,12497.0
Pbr16_23_2716,Pbr16,2716.0,Pbr16_23,774_681_15,47325.0
Pbr16_24_2716,Pbr16,2716.0,Pbr16_24,775_527_15,49724.0
Pbr16_25_2716,Pbr16,2716.0,Pbr16_25,808_309_16,55895.0
Pbr16_26_2716,Pbr16,2716.0,Pbr16_26,834_393_5,6943.0
Pbr16_27_2716,Pbr16,2716.0,Pbr16_27,951_895_15,47491.0
Pbr16_28_2716,Pbr16,2716.0,Pbr16_28,965_675_16,57972.0
Pbr16_29_2716,Pbr16,2716.0,Pbr16_29,1001_920_15,45128.0
Pbr16_30_2716,Pbr16,2716.0,Pbr16_30,1015_1082_14,50171.0
Pbr16_0_1381,Pbr16,1381.0,Pbr16_0,63_526_14,26038.0
Pbr16_1_1381,Pbr16,1381.0,Pbr16_1,65_493_13,24215.0
Pbr16_2_1381,Pbr16,1381.0,Pbr16_2,121_775_15,30228.0
Pbr16_3_1381,Pbr16,1381.0,Pbr16_3,157_651_20,59624.0
Pbr16_4_1381,Pbr16,1381.0,Pbr16_4,172_310_14,26887.0
Pbr16_5_1381,Pbr16,1381.0,Pbr16_5,210_210_24,73609.0
Pbr16_6_1381,Pbr16,1381.0,Pbr16_6,230_593_14,29050.0
Pbr16_7_1381,Pbr16,1381.0,Pbr16_7,336_235_20,75928.0
Pbr16_8_1381,Pbr16,1381.0,Pbr16_8,348_953_13,24246.0
Pbr16_9_1381,Pbr16,1381.0,Pbr16_9,372_461_8,8887.0
Pbr16_10_1381,Pbr16,1381.0,Pbr16_10,442_350_15,35760.0
Pbr16_11_1381,Pbr16,1381.0,Pbr16_11,446_197_15,35661.0
Pbr16_12_1381,Pbr16,1381.0,Pbr16_12,470_456_14,35307.0
Pbr16_13_1381,Pbr16,1381.0,Pbr16_13,470_609_8,12175.0
Pbr16_14_1381,Pbr16,1381.0,Pbr16_14,488_1060_8,10546.0
Pbr16_15_1381,Pbr16,1381.0,Pbr16_15,552_67_7,9527.0
Pbr16_16_1381,Pbr16,1381.0,Pbr16_16,581_27_7,9358.0
Pbr16_17_1381,Pbr16,1381.0,Pbr16_17,592_36_6,8312.0
Pbr16_18_1381,Pbr16,1381.0,Pbr16_18,616_916_15,36760.0
Pbr16_19_1381,Pbr16,1381.0,Pbr16_19,607_23_7,10269.0
Pbr16_20_1381,Pbr16,1381.0,Pbr16_20,666_263_15,35610.0
Pbr16_21_1381,Pbr16,1381.0,Pbr16_21,747_615_15,36430.0
Pbr16_22_1381,Pbr16,1381.0,Pbr16_22,763_285_8,10345.0
Pbr16_23_1381,Pbr16,1381.0,Pbr16_23,774_681_15,37649.0
Pbr16_24_1381,Pbr16,1381.0,Pbr16_24,775_527_15,38866.0
Pbr16_25_1381,Pbr16,1381.0,Pbr16_25,808_309_16,43892.0
Pbr16_26_1381,Pbr16,1381.0,Pbr16_26,834_393_5,7013.0
Pbr16_27_1381,Pbr16,1381.0,Pbr16_27,951_895_15,38314.0
Pbr16_28_1381,Pbr16,1381.0,Pbr16_28,965_675_16,46631.0
Pbr16_29_1381,Pbr16,1381.0,Pbr16_29,1001_920_15,36228.0
Pbr16_30_1381,Pbr16,1381.0,Pbr16_30,1015_1082_14,40772.0
Pbr16_0_1197,Pbr16,1197.0,Pbr16_0,63_526_14,25258.0
Pbr16_1_1197,Pbr16,1197.0,Pbr16_1,65_493_13,23709.0
Pbr16_2_1197,Pbr16,1197.0,Pbr16_2,121_775_15,29562.0
Pbr16_3_1197,Pbr16,1197.0,Pbr16_3,157_651_20,57707.0
Pbr16_4_1197,Pbr16,1197.0,Pbr16_4,172_310_14,26384.0
Pbr16_5_1197,Pbr16,1197.0,Pbr16_5,210_210_24,72102.0
Pbr16_6_1197,Pbr16,1197.0,Pbr16_6,230_593_14,28310.0
Pbr16_7_1197,Pbr16,1197.0,Pbr16_7,336_235_20,73796.0
Pbr16_8_1197,Pbr16,1197.0,Pbr16_8,348_953_13,23760.0
