,Cell_type,Time,Spot,Spot_loc,Growth
TetR16_9_552,TetR16,552.0,TetR16_9,468_705_12,27173.0
TetR16_10_552,TetR16,552.0,TetR16_10,484_457_14,36438.0
TetR16_11_552,TetR16,552.0,TetR16_11,543_1020_14,36053.0
TetR16_12_552,TetR16,552.0,TetR16_12,570_461_20,55784.0
TetR16_13_552,TetR16,552.0,TetR16_13,600_646_10,15204.0
TetR16_14_552,TetR16,552.0,TetR16_14,605_15_9,15791.0
TetR16_15_552,TetR16,552.0,TetR16_15,633_800_15,37028.0
TetR16_16_552,TetR16,552.0,TetR16_16,635_263_15,35244.0
TetR16_17_552,TetR16,552.0,TetR16_17,660_667_13,32969.0
TetR16_18_552,TetR16,552.0,TetR16_18,731_512_10,16449.0
TetR16_19_552,TetR16,552.0,TetR16_19,739_224_13,29729.0
TetR16_20_552,TetR16,552.0,TetR16_20,765_836_10,16140.0
TetR16_21_552,TetR16,552.0,TetR16_21,774_388_13,30532.0
TetR16_22_552,TetR16,552.0,TetR16_22,856_127_10,17352.0
TetR16_23_552,TetR16,552.0,TetR16_23,875_227_10,16820.0
TetR16_24_552,TetR16,552.0,TetR16_24,890_634_10,17736.0
TetR16_25_552,TetR16,552.0,TetR16_25,1024_515_14,37932.0
TetR16_26_552,TetR16,552.0,TetR16_26,1027_572_13,29370.0
TetR16_27_552,TetR16,552.0,TetR16_27,1065_1014_13,33008.0
TetR16_28_552,TetR16,552.0,TetR16_28,1078_448_12,26885.0
TetR16_29_552,TetR16,552.0,TetR16_29,1093_87_11,20985.0
TetR16_0_368,TetR16,368.0,TetR16_0,4_1067_6,6549.0
TetR16_1_368,TetR16,368.0,TetR16_1,9_1000_6,7075.0
TetR16_2_368,TetR16,368.0,TetR16_2,32_882_12,24750.0
TetR16_3_368,TetR16,368.0,TetR16_3,240_375_12,23847.0
TetR16_4_368,TetR16,368.0,TetR16_4,251_1050_10,18170.0
TetR16_5_368,TetR16,368.0,TetR16_5,261_395_12,25115.0
TetR16_6_368,TetR16,368.0,TetR16_6,264_572_13,30747.0
TetR16_7_368,TetR16,368.0,TetR16_7,432_95_14,37652.0
TetR16_8_368,TetR16,368.0,TetR16_8,449_881_11,22223.0
TetR16_9_368,TetR16,368.0,TetR16_9,468_705_12,27053.0
TetR16_10_368,TetR16,368.0,TetR16_10,484_457_14,36415.0
TetR16_11_368,TetR16,368.0,TetR16_11,543_1020_14,35900.0
TetR16_12_368,TetR16,368.0,TetR16_12,570_461_20,55704.0
TetR16_13_368,TetR16,368.0,TetR16_13,600_646_10,15209.0
TetR16_14_368,TetR16,368.0,TetR16_14,605_15_9,15804.0
TetR16_15_368,TetR16,368.0,TetR16_15,633_800_15,36771.0
TetR16_16_368,TetR16,368.0,TetR16_16,635_263_15,35163.0
TetR16_17_368,TetR16,368.0,TetR16_17,660_667_13,32871.0
TetR16_18_368,TetR16,368.0,TetR16_18,731_512_10,16399.0
TetR16_19_368,TetR16,368.0,TetR16_19,739_224_13,29604.0
TetR16_20_368,TetR16,368.0,TetR16_20,765_836_10,16153.0
TetR16_21_368,TetR16,368.0,TetR16_21,774_388_13,30503.0
TetR16_22_368,TetR16,368.0,TetR16_22,856_127_10,17256.0
TetR16_23_368,TetR16,368.0,TetR16_23,875_227_10,16803.0
TetR16_24_368,TetR16,368.0,TetR16_24,890_634_10,17764.0
TetR16_25_368,TetR16,368.0,TetR16_25,1024_515_14,37601.0
TetR16_26_368,TetR16,368.0,TetR16_26,1027_572_13,29285.0
TetR16_27_368,TetR16,368.0,TetR16_27,1065_1014_13,32973.0
TetR16_28_368,TetR16,368.0,TetR16_28,1078_448_12,26741.0
TetR16_29_368,TetR16,368.0,TetR16_29,1093_87_11,20979.0
TetR16_0_2486,TetR16,2486.0,TetR16_0,4_1067_6,6558.0
TetR16_1_2486,TetR16,2486.0,TetR16_1,9_1000_6,7173.0
TetR16_2_2486,TetR16,2486.0,TetR16_2,32_882_12,31076.0
TetR16_3_2486,TetR16,2486.0,TetR16_3,240_375_12,29614.0
TetR16_4_2486,TetR16,2486.0,TetR16_4,251_1050_10,22196.0
TetR16_5_2486,TetR16,2486.0,TetR16_5,261_395_12,32104.0
TetR16_6_2486,TetR16,2486.0,TetR16_6,264_572_13,39783.0
TetR16_7_2486,TetR16,2486.0,TetR16_7,432_95_14,44433.0
TetR16_8_2486,TetR16,2486.0,TetR16_8,449_881_11,26552.0
TetR16_9_2486,TetR16,2486.0,TetR16_9,468_705_12,34059.0
TetR16_10_2486,TetR16,2486.0,TetR16_10,484_457_14,45033.0
TetR16_11_2486,TetR16,2486.0,TetR16_11,543_1020_14,44768.0
TetR16_12_2486,TetR16,2486.0,TetR16_12,570_461_20,68553.0
TetR16_13_2486,TetR16,2486.0,TetR16_13,600_646_10,20007.0
TetR16_14_2486,TetR16,2486.0,TetR16_14,605_15_9,19435.0
TetR16_15_2486,TetR16,2486.0,TetR16_15,633_800_15,46166.0
TetR16_16_2486,TetR16,2486.0,TetR16_16,635_263_15,43552.0
TetR16_17_2486,TetR16,2486.0,TetR16_17,660_667_13,42801.0
TetR16_18_2486,TetR16,2486.0,TetR16_18,731_512_10,21089.0
TetR16_19_2486,TetR16,2486.0,TetR16_19,739_224_13,37672.0
TetR16_20_2486,TetR16,2486.0,TetR16_20,765_836_10,20486.0
TetR16_21_2486,TetR16,2486.0,TetR16_21,774_388_13,39002.0
TetR16_22_2486,TetR16,2486.0,TetR16_22,856_127_10,21710.0
TetR16_23_2486,TetR16,2486.0,TetR16_23,875_227_10,21440.0
TetR16_24_2486,TetR16,2486.0,TetR16_24,890_634_10,22955.0
TetR16_25_2486,TetR16,2486.0,TetR16_25,1024_515_14,48465.0
TetR16_26_2486,TetR16,2486.0,TetR16_26,1027_572_13,37457.0
TetR16_27_2486,TetR16,2486.0,TetR16_27,1065_1014_13,40729.0
TetR16_28_2486,TetR16,2486.0,TetR16_28,1078_448_12,34570.0
TetR16_29_2486,TetR16,2486.0,TetR16_29,1093_87_11,26180.0
TetR16_0_2256,TetR16,2256.0,TetR16_0,4_1067_6,6567.0
TetR16_1_2256,TetR16,2256.0,TetR16_1,9_1000_6,7170.0
TetR16_2_2256,TetR16,2256.0,TetR16_2,32_882_12,29915.0
TetR16_3_2256,TetR16,2256.0,TetR16_3,240_375_12,28354.0
TetR16_4_2256,TetR16,2256.0,TetR16_4,251_1050_10,21628.0
TetR16_5_2256,TetR16,2256.0,TetR16_5,261_395_12,31126.0
TetR16_6_2256,TetR16,2256.0,TetR16_6,264_572_13,38808.0
TetR16_7_2256,TetR16,2256.0,TetR16_7,432_95_14,43413.0
TetR16_8_2256,TetR16,2256.0,TetR16_8,449_881_11,25891.0
TetR16_9_2256,TetR16,2256.0,TetR16_9,468_705_12,32723.0
TetR16_10_2256,TetR16,2256.0,TetR16_10,484_457_14,43612.0
TetR16_11_2256,TetR16,2256.0,TetR16_11,543_1020_14,43346.0
TetR16_12_2256,TetR16,2256.0,TetR16_12,570_461_20,66804.0
TetR16_13_2256,TetR16,2256.0,TetR16_13,600_646_10,19348.0
TetR16_14_2256,TetR16,2256.0,TetR16_14,605_15_9,18909.0
TetR16_15_2256,TetR16,2256.0,TetR16_15,633_800_15,45196.0
TetR16_16_2256,TetR16,2256.0,TetR16_16,635_263_15,42450.0
TetR16_17_2256,TetR16,2256.0,TetR16_17,660_667_13,41665.0
TetR16_18_2256,TetR16,2256.0,TetR16_18,731_512_10,20477.0
TetR16_19_2256,TetR16,2256.0,TetR16_19,739_224_13,36702.0
TetR16_20_2256,TetR16,2256.0,TetR16_20,765_836_10,19929.0
TetR16_21_2256,TetR16,2256.0,TetR16_21,774_388_13,37713.0
TetR16_22_2256,TetR16,2256.0,TetR16_22,856_127_10,21185.0
TetR16_23_2256,TetR16,2256.0,TetR16_23,875_227_10,20817.0
TetR16_24_2256,TetR16,2256.0,TetR16_24,890_634_10,22260.0
TetR16_25_2256,TetR16,2256.0,TetR16_25,1024_515_14,47113.0
TetR16_26_2256,TetR16,2256.0,TetR16_26,1027_572_13,36212.0
TetR16_27_2256,TetR16,2256.0,TetR16_27,1065_1014_13,39250.0
TetR16_28_2256,TetR16,2256.0,TetR16_28,1078_448_12,33716.0
TetR16_29_2256,TetR16,2256.0,TetR16_29,1093_87_11,25531.0
TetR16_0_1013,TetR16,1013.0,TetR16_0,4_1067_6,6519.0
TetR16_1_1013,TetR16,1013.0,TetR16_1,9_1000_6,7090.0
TetR16_2_1013,TetR16,1013.0,TetR16_2,32_882_12,25326.0
TetR16_3_1013,TetR16,1013.0,TetR16_3,240_375_12,24299.0
TetR16_4_1013,TetR16,1013.0,TetR16_4,251_1050_10,18570.0
TetR16_5_1013,TetR16,1013.0,TetR16_5,261_395_12,25860.0
TetR16_6_1013,TetR16,1013.0,TetR16_6,264_572_13,32557.0
TetR16_7_1013,TetR16,1013.0,TetR16_7,432_95_14,38354.0
TetR16_8_1013,TetR16,1013.0,TetR16_8,449_881_11,22672.0
TetR16_9_1013,TetR16,1013.0,TetR16_9,468_705_12,28113.0
TetR16_10_1013,TetR16,1013.0,TetR16_10,484_457_14,37869.0
TetR16_11_1013,TetR16,1013.0,TetR16_11,543_1020_14,37296.0
TetR16_12_1013,TetR16,1013.0,TetR16_12,570_461_20,57674.0
TetR16_13_1013,TetR16,1013.0,TetR16_13,600_646_10,15671.0
TetR16_14_1013,TetR16,1013.0,TetR16_14,605_15_9,16068.0
TetR16_15_1013,TetR16,1013.0,TetR16_15,633_800_15,38682.0
TetR16_16_1013,TetR16,1013.0,TetR16_16,635_263_15,36272.0
TetR16_17_1013,TetR16,1013.0,TetR16_17,660_667_13,34640.0
TetR16_18_1013,TetR16,1013.0,TetR16_18,731_512_10,16951.0
TetR16_19_1013,TetR16,1013.0,TetR16_19,739_224_13,30752.0
TetR16_20_1013,TetR16,1013.0,TetR16_20,765_836_10,16455.0
TetR16_21_1013,TetR16,1013.0,TetR16_21,774_388_13,31557.0
TetR16_22_1013,TetR16,1013.0,TetR16_22,856_127_10,17895.0
TetR16_23_1013,TetR16,1013.0,TetR16_23,875_227_10,17272.0
TetR16_24_1013,TetR16,1013.0,TetR16_24,890_634_10,18352.0
TetR16_25_1013,TetR16,1013.0,TetR16_25,1024_515_14,39990.0
TetR16_26_1013,TetR16,1013.0,TetR16_26,1027_572_13,30727.0
TetR16_27_1013,TetR16,1013.0,TetR16_27,1065_1014_13,34063.0
TetR16_28_1013,TetR16,1013.0,TetR16_28,1078_448_12,28085.0
TetR16_29_1013,TetR16,1013.0,TetR16_29,1093_87_11,21639.0
TetR16_0_2532,TetR16,2532.0,TetR16_0,4_1067_6,6590.0
TetR16_1_2532,TetR16,2532.0,TetR16_1,9_1000_6,7177.0
TetR16_2_2532,TetR16,2532.0,TetR16_2,32_882_12,31291.0
TetR16_3_2532,TetR16,2532.0,TetR16_3,240_375_12,29949.0
TetR16_4_2532,TetR16,2532.0,TetR16_4,251_1050_10,22333.0
TetR16_5_2532,TetR16,2532.0,TetR16_5,261_395_12,32343.0
TetR16_6_2532,TetR16,2532.0,TetR16_6,264_572_13,39997.0
TetR16_7_2532,TetR16,2532.0,TetR16_7,432_95_14,44762.0
TetR16_8_2532,TetR16,2532.0,TetR16_8,449_881_11,26695.0
TetR16_9_2532,TetR16,2532.0,TetR16_9,468_705_12,34282.0
TetR16_10_2532,TetR16,2532.0,TetR16_10,484_457_14,45379.0
TetR16_11_2532,TetR16,2532.0,TetR16_11,543_1020_14,45019.0
TetR16_12_2532,TetR16,2532.0,TetR16_12,570_461_20,69061.0
TetR16_13_2532,TetR16,2532.0,TetR16_13,600_646_10,20142.0
TetR16_14_2532,TetR16,2532.0,TetR16_14,605_15_9,19506.0
TetR16_15_2532,TetR16,2532.0,TetR16_15,633_800_15,46440.0
TetR16_16_2532,TetR16,2532.0,TetR16_16,635_263_15,43745.0
TetR16_17_2532,TetR16,2532.0,TetR16_17,660_667_13,43006.0
TetR16_18_2532,TetR16,2532.0,TetR16_18,731_512_10,21166.0
TetR16_19_2532,TetR16,2532.0,TetR16_19,739_224_13,37980.0
TetR16_20_2532,TetR16,2532.0,TetR16_20,765_836_10,20575.0
TetR16_21_2532,TetR16,2532.0,TetR16_21,774_388_13,39293.0
TetR16_22_2532,TetR16,2532.0,TetR16_22,856_127_10,21899.0
TetR16_23_2532,TetR16,2532.0,TetR16_23,875_227_10,21573.0
TetR16_24_2532,TetR16,2532.0,TetR16_24,890_634_10,23131.0
TetR16_25_2532,TetR16,2532.0,TetR16_25,1024_515_14,48694.0
TetR16_26_2532,TetR16,2532.0,TetR16_26,1027_572_13,37721.0
TetR16_27_2532,TetR16,2532.0,TetR16_27,1065_1014_13,41040.0
TetR16_28_2532,TetR16,2532.0,TetR16_28,1078_448_12,34752.0
TetR16_29_2532,TetR16,2532.0,TetR16_29,1093_87_11,26332.0
TetR16_0_1749,TetR16,1749.0,TetR16_0,4_1067_6,6552.0
TetR16_1_1749,TetR16,1749.0,TetR16_1,9_1000_6,7150.0
TetR16_2_1749,TetR16,1749.0,TetR16_2,32_882_12,27595.0
TetR16_3_1749,TetR16,1749.0,TetR16_3,240_375_12,26303.0
TetR16_4_1749,TetR16,1749.0,TetR16_4,251_1050_10,20193.0
TetR16_5_1749,TetR16,1749.0,TetR16_5,261_395_12,28668.0
TetR16_6_1749,TetR16,1749.0,TetR16_6,264_572_13,36403.0
TetR16_7_1749,TetR16,1749.0,TetR16_7,432_95_14,40763.0
TetR16_8_1749,TetR16,1749.0,TetR16_8,449_881_11,24377.0
TetR16_9_1749,TetR16,1749.0,TetR16_9,468_705_12,30585.0
TetR16_10_1749,TetR16,1749.0,TetR16_10,484_457_14,40254.0
TetR16_11_1749,TetR16,1749.0,TetR16_11,543_1020_14,40850.0
TetR16_12_1749,TetR16,1749.0,TetR16_12,570_461_20,62729.0
TetR16_13_1749,TetR16,1749.0,TetR16_13,600_646_10,17748.0
TetR16_14_1749,TetR16,1749.0,TetR16_14,605_15_9,17548.0
TetR16_15_1749,TetR16,1749.0,TetR16_15,633_800_15,42911.0
TetR16_16_1749,TetR16,1749.0,TetR16_16,635_263_15,39410.0
TetR16_17_1749,TetR16,1749.0,TetR16_17,660_667_13,38872.0
TetR16_18_1749,TetR16,1749.0,TetR16_18,731_512_10,18957.0
TetR16_19_1749,TetR16,1749.0,TetR16_19,739_224_13,34045.0
TetR16_20_1749,TetR16,1749.0,TetR16_20,765_836_10,18410.0
TetR16_21_1749,TetR16,1749.0,TetR16_21,774_388_13,34541.0
TetR16_22_1749,TetR16,1749.0,TetR16_22,856_127_10,19834.0
TetR16_23_1749,TetR16,1749.0,TetR16_23,875_227_10,19298.0
TetR16_24_1749,TetR16,1749.0,TetR16_24,890_634_10,20570.0
TetR16_25_1749,TetR16,1749.0,TetR16_25,1024_515_14,44225.0
TetR16_26_1749,TetR16,1749.0,TetR16_26,1027_572_13,33505.0
TetR16_27_1749,TetR16,1749.0,TetR16_27,1065_1014_13,36872.0
TetR16_28_1749,TetR16,1749.0,TetR16_28,1078_448_12,31470.0
TetR16_29_1749,TetR16,1749.0,TetR16_29,1093_87_11,23980.0
TetR16_0_828,TetR16,828.0,TetR16_0,4_1067_6,6494.0
TetR16_1_828,TetR16,828.0,TetR16_1,9_1000_6,7067.0
TetR16_2_828,TetR16,828.0,TetR16_2,32_882_12,25047.0
TetR16_3_828,TetR16,828.0,TetR16_3,240_375_12,24008.0
TetR16_4_828,TetR16,828.0,TetR16_4,251_1050_10,18340.0
TetR16_5_828,TetR16,828.0,TetR16_5,261_395_12,25511.0
TetR16_6_828,TetR16,828.0,TetR16_6,264_572_13,31672.0
TetR16_7_828,TetR16,828.0,TetR16_7,432_95_14,37907.0
TetR16_8_828,TetR16,828.0,TetR16_8,449_881_11,22392.0
TetR16_9_828,TetR16,828.0,TetR16_9,468_705_12,27628.0
TetR16_10_828,TetR16,828.0,TetR16_10,484_457_14,37114.0
TetR16_11_828,TetR16,828.0,TetR16_11,543_1020_14,36744.0
TetR16_12_828,TetR16,828.0,TetR16_12,570_461_20,56604.0
TetR16_13_828,TetR16,828.0,TetR16_13,600_646_10,15409.0
TetR16_14_828,TetR16,828.0,TetR16_14,605_15_9,15905.0
TetR16_15_828,TetR16,828.0,TetR16_15,633_800_15,37876.0
TetR16_16_828,TetR16,828.0,TetR16_16,635_263_15,35774.0
TetR16_17_828,TetR16,828.0,TetR16_17,660_667_13,33705.0
TetR16_18_828,TetR16,828.0,TetR16_18,731_512_10,16642.0
TetR16_19_828,TetR16,828.0,TetR16_19,739_224_13,30111.0
TetR16_20_828,TetR16,828.0,TetR16_20,765_836_10,16257.0
TetR16_21_828,TetR16,828.0,TetR16_21,774_388_13,31035.0
TetR16_22_828,TetR16,828.0,TetR16_22,856_127_10,17558.0
TetR16_23_828,TetR16,828.0,TetR16_23,875_227_10,17040.0
TetR16_24_828,TetR16,828.0,TetR16_24,890_634_10,18092.0
TetR16_25_828,TetR16,828.0,TetR16_25,1024_515_14,39002.0
TetR16_26_828,TetR16,828.0,TetR16_26,1027_572_13,29970.0
TetR16_27_828,TetR16,828.0,TetR16_27,1065_1014_13,33560.0
TetR16_28_828,TetR16,828.0,TetR16_28,1078_448_12,27529.0
TetR16_29_828,TetR16,828.0,TetR16_29,1093_87_11,21306.0
TetR16_0_1934,TetR16,1934.0,TetR16_0,4_1067_6,6542.0
TetR16_1_1934,TetR16,1934.0,TetR16_1,9_1000_6,7141.0
TetR16_2_1934,TetR16,1934.0,TetR16_2,32_882_12,28192.0
TetR16_3_1934,TetR16,1934.0,TetR16_3,240_375_12,27094.0
TetR16_4_1934,TetR16,1934.0,TetR16_4,251_1050_10,20702.0
TetR16_5_1934,TetR16,1934.0,TetR16_5,261_395_12,29567.0
TetR16_6_1934,TetR16,1934.0,TetR16_6,264_572_13,37242.0
TetR16_7_1934,TetR16,1934.0,TetR16_7,432_95_14,41388.0
TetR16_8_1934,TetR16,1934.0,TetR16_8,449_881_11,24854.0
TetR16_9_1934,TetR16,1934.0,TetR16_9,468_705_12,31320.0
TetR16_10_1934,TetR16,1934.0,TetR16_10,484_457_14,41219.0
TetR16_11_1934,TetR16,1934.0,TetR16_11,543_1020_14,41803.0
TetR16_12_1934,TetR16,1934.0,TetR16_12,570_461_20,63965.0
TetR16_13_1934,TetR16,1934.0,TetR16_13,600_646_10,18299.0
TetR16_14_1934,TetR16,1934.0,TetR16_14,605_15_9,18031.0
TetR16_15_1934,TetR16,1934.0,TetR16_15,633_800_15,43901.0
TetR16_16_1934,TetR16,1934.0,TetR16_16,635_263_15,40131.0
TetR16_17_1934,TetR16,1934.0,TetR16_17,660_667_13,39647.0
TetR16_18_1934,TetR16,1934.0,TetR16_18,731_512_10,19542.0
TetR16_19_1934,TetR16,1934.0,TetR16_19,739_224_13,35119.0
TetR16_20_1934,TetR16,1934.0,TetR16_20,765_836_10,18985.0
TetR16_21_1934,TetR16,1934.0,TetR16_21,774_388_13,35683.0
TetR16_22_1934,TetR16,1934.0,TetR16_22,856_127_10,20354.0
TetR16_23_1934,TetR16,1934.0,TetR16_23,875_227_10,19876.0
TetR16_24_1934,TetR16,1934.0,TetR16_24,890_634_10,21158.0
TetR16_25_1934,TetR16,1934.0,TetR16_25,1024_515_14,45237.0
TetR16_26_1934,TetR16,1934.0,TetR16_26,1027_572_13,34436.0
TetR16_27_1934,TetR16,1934.0,TetR16_27,1065_1014_13,37741.0
TetR16_28_1934,TetR16,1934.0,TetR16_28,1078_448_12,32261.0
TetR16_29_1934,TetR16,1934.0,TetR16_29,1093_87_11,24569.0
TetR16_0_1841,TetR16,1841.0,TetR16_0,4_1067_6,6561.0
TetR16_1_1841,TetR16,1841.0,TetR16_1,9_1000_6,7142.0
TetR16_2_1841,TetR16,1841.0,TetR16_2,32_882_12,27791.0
TetR16_3_1841,TetR16,1841.0,TetR16_3,240_375_12,26639.0
TetR16_4_1841,TetR16,1841.0,TetR16_4,251_1050_10,20443.0
TetR16_5_1841,TetR16,1841.0,TetR16_5,261_395_12,29104.0
TetR16_6_1841,TetR16,1841.0,TetR16_6,264_572_13,36777.0
TetR16_7_1841,TetR16,1841.0,TetR16_7,432_95_14,40991.0
TetR16_8_1841,TetR16,1841.0,TetR16_8,449_881_11,24587.0
TetR16_9_1841,TetR16,1841.0,TetR16_9,468_705_12,30969.0
TetR16_10_1841,TetR16,1841.0,TetR16_10,484_457_14,40717.0
TetR16_11_1841,TetR16,1841.0,TetR16_11,543_1020_14,41372.0
TetR16_12_1841,TetR16,1841.0,TetR16_12,570_461_20,63333.0
TetR16_13_1841,TetR16,1841.0,TetR16_13,600_646_10,17990.0
TetR16_14_1841,TetR16,1841.0,TetR16_14,605_15_9,17766.0
TetR16_15_1841,TetR16,1841.0,TetR16_15,633_800_15,43406.0
TetR16_16_1841,TetR16,1841.0,TetR16_16,635_263_15,39743.0
TetR16_17_1841,TetR16,1841.0,TetR16_17,660_667_13,39251.0
TetR16_18_1841,TetR16,1841.0,TetR16_18,731_512_10,19266.0
TetR16_19_1841,TetR16,1841.0,TetR16_19,739_224_13,34506.0
TetR16_20_1841,TetR16,1841.0,TetR16_20,765_836_10,18716.0
TetR16_21_1841,TetR16,1841.0,TetR16_21,774_388_13,35036.0
TetR16_22_1841,TetR16,1841.0,TetR16_22,856_127_10,20087.0
TetR16_23_1841,TetR16,1841.0,TetR16_23,875_227_10,19543.0
TetR16_24_1841,TetR16,1841.0,TetR16_24,890_634_10,20810.0
TetR16_25_1841,TetR16,1841.0,TetR16_25,1024_515_14,44696.0
TetR16_26_1841,TetR16,1841.0,TetR16_26,1027_572_13,33929.0
TetR16_27_1841,TetR16,1841.0,TetR16_27,1065_1014_13,37364.0
TetR16_28_1841,TetR16,1841.0,TetR16_28,1078_448_12,31905.0
TetR16_29_1841,TetR16,1841.0,TetR16_29,1093_87_11,24297.0
TetR16_0_1289,TetR16,1289.0,TetR16_0,4_1067_6,6551.0
TetR16_1_1289,TetR16,1289.0,TetR16_1,9_1000_6,7122.0
TetR16_2_1289,TetR16,1289.0,TetR16_2,32_882_12,26042.0
TetR16_3_1289,TetR16,1289.0,TetR16_3,240_375_12,25130.0
TetR16_4_1289,TetR16,1289.0,TetR16_4,251_1050_10,19008.0
TetR16_5_1289,TetR16,1289.0,TetR16_5,261_395_12,26898.0
TetR16_6_1289,TetR16,1289.0,TetR16_6,264_572_13,33636.0
TetR16_7_1289,TetR16,1289.0,TetR16_7,432_95_14,39260.0
TetR16_8_1289,TetR16,1289.0,TetR16_8,449_881_11,23178.0
TetR16_9_1289,TetR16,1289.0,TetR16_9,468_705_12,28882.0
TetR16_10_1289,TetR16,1289.0,TetR16_10,484_457_14,38360.0
TetR16_11_1289,TetR16,1289.0,TetR16_11,543_1020_14,38193.0
TetR16_12_1289,TetR16,1289.0,TetR16_12,570_461_20,59016.0
TetR16_13_1289,TetR16,1289.0,TetR16_13,600_646_10,16181.0
TetR16_14_1289,TetR16,1289.0,TetR16_14,605_15_9,16440.0
TetR16_15_1289,TetR16,1289.0,TetR16_15,633_800_15,39864.0
TetR16_16_1289,TetR16,1289.0,TetR16_16,635_263_15,37201.0
TetR16_17_1289,TetR16,1289.0,TetR16_17,660_667_13,35827.0
TetR16_18_1289,TetR16,1289.0,TetR16_18,731_512_10,17475.0
TetR16_19_1289,TetR16,1289.0,TetR16_19,739_224_13,31937.0
TetR16_20_1289,TetR16,1289.0,TetR16_20,765_836_10,16977.0
TetR16_21_1289,TetR16,1289.0,TetR16_21,774_388_13,32452.0
TetR16_22_1289,TetR16,1289.0,TetR16_22,856_127_10,18419.0
TetR16_23_1289,TetR16,1289.0,TetR16_23,875_227_10,17843.0
TetR16_24_1289,TetR16,1289.0,TetR16_24,890_634_10,18955.0
TetR16_25_1289,TetR16,1289.0,TetR16_25,1024_515_14,41382.0
TetR16_26_1289,TetR16,1289.0,TetR16_26,1027_572_13,31358.0
TetR16_27_1289,TetR16,1289.0,TetR16_27,1065_1014_13,35118.0
TetR16_28_1289,TetR16,1289.0,TetR16_28,1078_448_12,28986.0
TetR16_29_1289,TetR16,1289.0,TetR16_29,1093_87_11,22357.0
TetR16_0_736,TetR16,736.0,TetR16_0,4_1067_6,6521.0
TetR16_1_736,TetR16,736.0,TetR16_1,9_1000_6,7058.0
TetR16_2_736,TetR16,736.0,TetR16_2,32_882_12,24892.0
TetR16_3_736,TetR16,736.0,TetR16_3,240_375_12,23965.0
TetR16_4_736,TetR16,736.0,TetR16_4,251_1050_10,18304.0
TetR16_5_736,TetR16,736.0,TetR16_5,261_395_12,25362.0
TetR16_6_736,TetR16,736.0,TetR16_6,264_572_13,31258.0
TetR16_7_736,TetR16,736.0,TetR16_7,432_95_14,37807.0
TetR16_8_736,TetR16,736.0,TetR16_8,449_881_11,22339.0
TetR16_9_736,TetR16,736.0,TetR16_9,468_705_12,27411.0
TetR16_10_736,TetR16,736.0,TetR16_10,484_457_14,36853.0
TetR16_11_736,TetR16,736.0,TetR16_11,543_1020_14,36486.0
TetR16_12_736,TetR16,736.0,TetR16_12,570_461_20,56214.0
TetR16_13_736,TetR16,736.0,TetR16_13,600_646_10,15369.0
TetR16_14_736,TetR16,736.0,TetR16_14,605_15_9,15865.0
TetR16_15_736,TetR16,736.0,TetR16_15,633_800_15,37508.0
TetR16_16_736,TetR16,736.0,TetR16_16,635_263_15,35658.0
TetR16_17_736,TetR16,736.0,TetR16_17,660_667_13,33378.0
TetR16_18_736,TetR16,736.0,TetR16_18,731_512_10,16526.0
TetR16_19_736,TetR16,736.0,TetR16_19,739_224_13,30052.0
TetR16_20_736,TetR16,736.0,TetR16_20,765_836_10,16230.0
TetR16_21_736,TetR16,736.0,TetR16_21,774_388_13,30821.0
TetR16_22_736,TetR16,736.0,TetR16_22,856_127_10,17403.0
TetR16_23_736,TetR16,736.0,TetR16_23,875_227_10,16957.0
TetR16_24_736,TetR16,736.0,TetR16_24,890_634_10,17961.0
TetR16_25_736,TetR16,736.0,TetR16_25,1024_515_14,38584.0
TetR16_26_736,TetR16,736.0,TetR16_26,1027_572_13,29752.0
TetR16_27_736,TetR16,736.0,TetR16_27,1065_1014_13,33318.0
TetR16_28_736,TetR16,736.0,TetR16_28,1078_448_12,27258.0
TetR16_29_736,TetR16,736.0,TetR16_29,1093_87_11,21151.0
TetR16_0_1473,TetR16,1473.0,TetR16_0,4_1067_6,6521.0
TetR16_1_1473,TetR16,1473.0,TetR16_1,9_1000_6,7117.0
TetR16_2_1473,TetR16,1473.0,TetR16_2,32_882_12,26527.0
TetR16_3_1473,TetR16,1473.0,TetR16_3,240_375_12,25671.0
TetR16_4_1473,TetR16,1473.0,TetR16_4,251_1050_10,19331.0
TetR16_5_1473,TetR16,1473.0,TetR16_5,261_395_12,27556.0
TetR16_6_1473,TetR16,1473.0,TetR16_6,264_572_13,34645.0
TetR16_7_1473,TetR16,1473.0,TetR16_7,432_95_14,39676.0
TetR16_8_1473,TetR16,1473.0,TetR16_8,449_881_11,23552.0
TetR16_9_1473,TetR16,1473.0,TetR16_9,468_705_12,29238.0
TetR16_10_1473,TetR16,1473.0,TetR16_10,484_457_14,39136.0
TetR16_11_1473,TetR16,1473.0,TetR16_11,543_1020_14,39184.0
TetR16_12_1473,TetR16,1473.0,TetR16_12,570_461_20,60262.0
TetR16_13_1473,TetR16,1473.0,TetR16_13,600_646_10,16696.0
TetR16_14_1473,TetR16,1473.0,TetR16_14,605_15_9,16780.0
TetR16_15_1473,TetR16,1473.0,TetR16_15,633_800_15,41020.0
TetR16_16_1473,TetR16,1473.0,TetR16_16,635_263_15,37980.0
TetR16_17_1473,TetR16,1473.0,TetR16_17,660_667_13,36883.0
TetR16_18_1473,TetR16,1473.0,TetR16_18,731_512_10,17931.0
