,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
TetRKO+Tet1_5_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_5,243_900_14,44190.0,9071.0
TetRKO+Tet1_6_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_6,243_504_13,36174.0,7616.0
TetRKO+Tet1_7_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_7,267_975_18,57740.0,7857.0
TetRKO+Tet1_8_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_8,414_1005_18,71263.0,9769.0
TetRKO+Tet1_9_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_9,413_14_14,38899.0,6807.0
TetRKO+Tet1_10_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_10,433_799_17,28584.0,0.0
TetRKO+Tet1_11_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_11,434_225_14,34756.0,7501.0
TetRKO+Tet1_12_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_12,441_431_11,25863.0,5304.0
TetRKO+Tet1_13_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_13,587_335_13,34923.0,8237.0
TetRKO+Tet1_14_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_14,682_738_13,31301.0,6731.0
TetRKO+Tet1_15_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_15,719_408_14,44867.0,9960.0
TetRKO+Tet1_16_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_16,808_868_15,42061.0,9422.0
TetRKO+Tet1_17_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_17,834_496_15,44028.0,10488.0
TetRKO+Tet1_18_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_18,870_482_12,28035.0,6920.0
TetRKO+Tet1_19_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_19,905_130_13,31689.0,6636.0
TetRKO+Tet1_20_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_20,952_86_12,30133.0,5968.0
TetRKO+Tet1_21_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_21,992_719_14,41074.0,9630.0
TetRKO+Tet1_22_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_22,1035_82_13,36944.0,6923.0
TetRKO+Tet1_23_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_23,1083_15_21,59181.0,0.0
TetRKO+Tet1_24_1822,TetRKO+Tet1,1822.0,TetRKO+Tet1_24,1089_1087_15,29283.0,0.0
TetRKO+Tet1_0_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_0,21_1076_30,103296.0,0.0
TetRKO+Tet1_1_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_1,7_122_12,21622.0,2213.0
TetRKO+Tet1_2_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_2,64_989_14,34150.0,2736.0
TetRKO+Tet1_3_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_3,144_519_12,25734.0,1417.0
TetRKO+Tet1_4_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_4,214_111_13,32273.0,1534.0
TetRKO+Tet1_5_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_5,243_900_14,37826.0,2707.0
TetRKO+Tet1_6_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_6,243_504_13,30671.0,2113.0
TetRKO+Tet1_7_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_7,267_975_18,51654.0,1771.0
TetRKO+Tet1_8_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_8,414_1005_18,65290.0,3796.0
TetRKO+Tet1_9_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_9,413_14_14,33524.0,1432.0
TetRKO+Tet1_10_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_10,433_799_17,29160.0,281.0
TetRKO+Tet1_11_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_11,434_225_14,29088.0,1833.0
TetRKO+Tet1_12_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_12,441_431_11,21189.0,630.0
TetRKO+Tet1_13_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_13,587_335_13,29268.0,2582.0
TetRKO+Tet1_14_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_14,682_738_13,26286.0,1716.0
TetRKO+Tet1_15_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_15,719_408_14,37370.0,2463.0
TetRKO+Tet1_16_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_16,808_868_15,35112.0,2473.0
TetRKO+Tet1_17_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_17,834_496_15,36601.0,3061.0
TetRKO+Tet1_18_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_18,870_482_12,22598.0,1483.0
TetRKO+Tet1_19_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_19,905_130_13,26537.0,1484.0
TetRKO+Tet1_20_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_20,952_86_12,25895.0,1730.0
TetRKO+Tet1_21_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_21,992_719_14,33554.0,2110.0
TetRKO+Tet1_22_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_22,1035_82_13,31358.0,1337.0
TetRKO+Tet1_23_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_23,1083_15_21,61295.0,0.0
TetRKO+Tet1_24_1173,TetRKO+Tet1,1173.0,TetRKO+Tet1_24,1089_1087_15,29800.0,441.0
TetRKO+Tet1_0_556,TetRKO+Tet1,556.0,TetRKO+Tet1_0,21_1076_30,103827.0,0.0
TetRKO+Tet1_1_556,TetRKO+Tet1,556.0,TetRKO+Tet1_1,7_122_12,19168.0,0.0
TetRKO+Tet1_2_556,TetRKO+Tet1,556.0,TetRKO+Tet1_2,64_989_14,30833.0,0.0
TetRKO+Tet1_3_556,TetRKO+Tet1,556.0,TetRKO+Tet1_3,144_519_12,23929.0,0.0
TetRKO+Tet1_4_556,TetRKO+Tet1,556.0,TetRKO+Tet1_4,214_111_13,30108.0,0.0
TetRKO+Tet1_5_556,TetRKO+Tet1,556.0,TetRKO+Tet1_5,243_900_14,35133.0,14.0
TetRKO+Tet1_6_556,TetRKO+Tet1,556.0,TetRKO+Tet1_6,243_504_13,28269.0,0.0
TetRKO+Tet1_7_556,TetRKO+Tet1,556.0,TetRKO+Tet1_7,267_975_18,50101.0,218.0
TetRKO+Tet1_8_556,TetRKO+Tet1,556.0,TetRKO+Tet1_8,414_1005_18,63255.0,1761.0
TetRKO+Tet1_9_556,TetRKO+Tet1,556.0,TetRKO+Tet1_9,413_14_14,31400.0,0.0
TetRKO+Tet1_10_556,TetRKO+Tet1,556.0,TetRKO+Tet1_10,433_799_17,30652.0,1773.0
TetRKO+Tet1_11_556,TetRKO+Tet1,556.0,TetRKO+Tet1_11,434_225_14,26692.0,0.0
TetRKO+Tet1_12_556,TetRKO+Tet1,556.0,TetRKO+Tet1_12,441_431_11,20111.0,0.0
TetRKO+Tet1_13_556,TetRKO+Tet1,556.0,TetRKO+Tet1_13,587_335_13,26009.0,0.0
TetRKO+Tet1_14_556,TetRKO+Tet1,556.0,TetRKO+Tet1_14,682_738_13,24177.0,0.0
TetRKO+Tet1_15_556,TetRKO+Tet1,556.0,TetRKO+Tet1_15,719_408_14,34026.0,0.0
TetRKO+Tet1_16_556,TetRKO+Tet1,556.0,TetRKO+Tet1_16,808_868_15,31938.0,0.0
TetRKO+Tet1_17_556,TetRKO+Tet1,556.0,TetRKO+Tet1_17,834_496_15,32752.0,0.0
TetRKO+Tet1_18_556,TetRKO+Tet1,556.0,TetRKO+Tet1_18,870_482_12,20614.0,0.0
TetRKO+Tet1_19_556,TetRKO+Tet1,556.0,TetRKO+Tet1_19,905_130_13,24426.0,0.0
TetRKO+Tet1_20_556,TetRKO+Tet1,556.0,TetRKO+Tet1_20,952_86_12,23640.0,0.0
TetRKO+Tet1_21_556,TetRKO+Tet1,556.0,TetRKO+Tet1_21,992_719_14,30822.0,0.0
TetRKO+Tet1_22_556,TetRKO+Tet1,556.0,TetRKO+Tet1_22,1035_82_13,29698.0,0.0
TetRKO+Tet1_23_556,TetRKO+Tet1,556.0,TetRKO+Tet1_23,1083_15_21,63029.0,0.0
TetRKO+Tet1_24_556,TetRKO+Tet1,556.0,TetRKO+Tet1_24,1089_1087_15,30161.0,802.0
TetRKO+Tet1_0_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_0,21_1076_30,103529.0,0.0
TetRKO+Tet1_1_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_1,7_122_12,23219.0,3810.0
TetRKO+Tet1_2_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_2,64_989_14,36217.0,4803.0
TetRKO+Tet1_3_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_3,144_519_12,27460.0,3143.0
TetRKO+Tet1_4_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_4,214_111_13,34010.0,3271.0
TetRKO+Tet1_5_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_5,243_900_14,38635.0,3516.0
TetRKO+Tet1_6_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_6,243_504_13,31716.0,3158.0
TetRKO+Tet1_7_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_7,267_975_18,52954.0,3071.0
TetRKO+Tet1_8_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_8,414_1005_18,66777.0,5283.0
TetRKO+Tet1_9_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_9,413_14_14,35098.0,3006.0
TetRKO+Tet1_10_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_10,433_799_17,28574.0,0.0
TetRKO+Tet1_11_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_11,434_225_14,30759.0,3504.0
TetRKO+Tet1_12_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_12,441_431_11,22334.0,1775.0
TetRKO+Tet1_13_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_13,587_335_13,30846.0,4160.0
TetRKO+Tet1_14_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_14,682_738_13,27523.0,2953.0
TetRKO+Tet1_15_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_15,719_408_14,39120.0,4213.0
TetRKO+Tet1_16_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_16,808_868_15,37015.0,4376.0
TetRKO+Tet1_17_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_17,834_496_15,38846.0,5306.0
TetRKO+Tet1_18_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_18,870_482_12,24445.0,3330.0
TetRKO+Tet1_19_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_19,905_130_13,27711.0,2658.0
TetRKO+Tet1_20_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_20,952_86_12,26999.0,2834.0
TetRKO+Tet1_21_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_21,992_719_14,35218.0,3774.0
TetRKO+Tet1_22_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_22,1035_82_13,32570.0,2549.0
TetRKO+Tet1_23_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_23,1083_15_21,61043.0,0.0
TetRKO+Tet1_24_1359,TetRKO+Tet1,1359.0,TetRKO+Tet1_24,1089_1087_15,29875.0,516.0
TetRKO+Tet1_0_185,TetRKO+Tet1,185.0,TetRKO+Tet1_0,21_1076_30,103892.0,0.0
TetRKO+Tet1_1_185,TetRKO+Tet1,185.0,TetRKO+Tet1_1,7_122_12,19175.0,0.0
TetRKO+Tet1_2_185,TetRKO+Tet1,185.0,TetRKO+Tet1_2,64_989_14,30882.0,0.0
TetRKO+Tet1_3_185,TetRKO+Tet1,185.0,TetRKO+Tet1_3,144_519_12,23895.0,0.0
TetRKO+Tet1_4_185,TetRKO+Tet1,185.0,TetRKO+Tet1_4,214_111_13,30170.0,0.0
TetRKO+Tet1_5_185,TetRKO+Tet1,185.0,TetRKO+Tet1_5,243_900_14,35002.0,0.0
TetRKO+Tet1_6_185,TetRKO+Tet1,185.0,TetRKO+Tet1_6,243_504_13,28231.0,0.0
TetRKO+Tet1_7_185,TetRKO+Tet1,185.0,TetRKO+Tet1_7,267_975_18,49878.0,0.0
TetRKO+Tet1_8_185,TetRKO+Tet1,185.0,TetRKO+Tet1_8,414_1005_18,62637.0,1143.0
TetRKO+Tet1_9_185,TetRKO+Tet1,185.0,TetRKO+Tet1_9,413_14_14,31476.0,0.0
TetRKO+Tet1_10_185,TetRKO+Tet1,185.0,TetRKO+Tet1_10,433_799_17,30142.0,1263.0
TetRKO+Tet1_11_185,TetRKO+Tet1,185.0,TetRKO+Tet1_11,434_225_14,26817.0,0.0
TetRKO+Tet1_12_185,TetRKO+Tet1,185.0,TetRKO+Tet1_12,441_431_11,20184.0,0.0
TetRKO+Tet1_13_185,TetRKO+Tet1,185.0,TetRKO+Tet1_13,587_335_13,26074.0,0.0
TetRKO+Tet1_14_185,TetRKO+Tet1,185.0,TetRKO+Tet1_14,682_738_13,24225.0,0.0
TetRKO+Tet1_15_185,TetRKO+Tet1,185.0,TetRKO+Tet1_15,719_408_14,34086.0,0.0
TetRKO+Tet1_16_185,TetRKO+Tet1,185.0,TetRKO+Tet1_16,808_868_15,32038.0,0.0
TetRKO+Tet1_17_185,TetRKO+Tet1,185.0,TetRKO+Tet1_17,834_496_15,32751.0,0.0
TetRKO+Tet1_18_185,TetRKO+Tet1,185.0,TetRKO+Tet1_18,870_482_12,20607.0,0.0
TetRKO+Tet1_19_185,TetRKO+Tet1,185.0,TetRKO+Tet1_19,905_130_13,24422.0,0.0
TetRKO+Tet1_20_185,TetRKO+Tet1,185.0,TetRKO+Tet1_20,952_86_12,23624.0,0.0
TetRKO+Tet1_21_185,TetRKO+Tet1,185.0,TetRKO+Tet1_21,992_719_14,30843.0,0.0
TetRKO+Tet1_22_185,TetRKO+Tet1,185.0,TetRKO+Tet1_22,1035_82_13,29436.0,0.0
TetRKO+Tet1_23_185,TetRKO+Tet1,185.0,TetRKO+Tet1_23,1083_15_21,63509.0,0.0
TetRKO+Tet1_24_185,TetRKO+Tet1,185.0,TetRKO+Tet1_24,1089_1087_15,29275.0,0.0
TetRKO+Tet1_0_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_0,21_1076_30,102978.0,0.0
TetRKO+Tet1_1_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_1,7_122_12,28809.0,9400.0
TetRKO+Tet1_2_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_2,64_989_14,43258.0,11844.0
TetRKO+Tet1_3_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_3,144_519_12,33219.0,8902.0
TetRKO+Tet1_4_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_4,214_111_13,40367.0,9628.0
TetRKO+Tet1_5_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_5,243_900_14,47301.0,12182.0
TetRKO+Tet1_6_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_6,243_504_13,39580.0,11022.0
TetRKO+Tet1_7_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_7,267_975_18,61494.0,11611.0
TetRKO+Tet1_8_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_8,414_1005_18,75512.0,14018.0
TetRKO+Tet1_9_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_9,413_14_14,41360.0,9268.0
TetRKO+Tet1_10_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_10,433_799_17,28889.0,10.0
TetRKO+Tet1_11_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_11,434_225_14,37290.0,10035.0
TetRKO+Tet1_12_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_12,441_431_11,28403.0,7844.0
TetRKO+Tet1_13_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_13,587_335_13,37064.0,10378.0
TetRKO+Tet1_14_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_14,682_738_13,34592.0,10022.0
TetRKO+Tet1_15_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_15,719_408_14,47943.0,13036.0
TetRKO+Tet1_16_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_16,808_868_15,45572.0,12933.0
TetRKO+Tet1_17_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_17,834_496_15,46373.0,12833.0
TetRKO+Tet1_18_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_18,870_482_12,29633.0,8518.0
TetRKO+Tet1_19_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_19,905_130_13,33561.0,8508.0
TetRKO+Tet1_20_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_20,952_86_12,31723.0,7558.0
TetRKO+Tet1_21_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_21,992_719_14,44731.0,13287.0
TetRKO+Tet1_22_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_22,1035_82_13,38836.0,8815.0
TetRKO+Tet1_23_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_23,1083_15_21,57571.0,0.0
TetRKO+Tet1_24_2254,TetRKO+Tet1,2254.0,TetRKO+Tet1_24,1089_1087_15,29630.0,271.0
TetRKO+Tet1_0_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_0,21_1076_30,102658.0,0.0
TetRKO+Tet1_1_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_1,7_122_12,29406.0,9997.0
TetRKO+Tet1_2_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_2,64_989_14,43719.0,12305.0
TetRKO+Tet1_3_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_3,144_519_12,33842.0,9525.0
TetRKO+Tet1_4_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_4,214_111_13,40927.0,10188.0
TetRKO+Tet1_5_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_5,243_900_14,47903.0,12784.0
TetRKO+Tet1_6_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_6,243_504_13,39852.0,11294.0
TetRKO+Tet1_7_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_7,267_975_18,63110.0,13227.0
TetRKO+Tet1_8_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_8,414_1005_18,78869.0,17375.0
TetRKO+Tet1_9_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_9,413_14_14,41737.0,9645.0
TetRKO+Tet1_10_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_10,433_799_17,28270.0,0.0
TetRKO+Tet1_11_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_11,434_225_14,37694.0,10439.0
TetRKO+Tet1_12_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_12,441_431_11,28747.0,8188.0
TetRKO+Tet1_13_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_13,587_335_13,37513.0,10827.0
TetRKO+Tet1_14_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_14,682_738_13,35014.0,10444.0
TetRKO+Tet1_15_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_15,719_408_14,48262.0,13355.0
TetRKO+Tet1_16_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_16,808_868_15,45957.0,13318.0
TetRKO+Tet1_17_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_17,834_496_15,46919.0,13379.0
TetRKO+Tet1_18_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_18,870_482_12,29780.0,8665.0
TetRKO+Tet1_19_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_19,905_130_13,33549.0,8496.0
TetRKO+Tet1_20_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_20,952_86_12,32155.0,7990.0
TetRKO+Tet1_21_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_21,992_719_14,44843.0,13399.0
TetRKO+Tet1_22_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_22,1035_82_13,39482.0,9461.0
TetRKO+Tet1_23_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_23,1083_15_21,55861.0,0.0
TetRKO+Tet1_24_2532,TetRKO+Tet1,2532.0,TetRKO+Tet1_24,1089_1087_15,29548.0,189.0
TetRKO+Tet1_0_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_0,21_1076_30,104263.0,0.0
TetRKO+Tet1_1_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_1,7_122_12,26228.0,6819.0
TetRKO+Tet1_2_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_2,64_989_14,40512.0,9098.0
TetRKO+Tet1_3_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_3,144_519_12,30417.0,6100.0
TetRKO+Tet1_4_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_4,214_111_13,37382.0,6643.0
TetRKO+Tet1_5_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_5,243_900_14,43385.0,8266.0
TetRKO+Tet1_6_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_6,243_504_13,35724.0,7166.0
TetRKO+Tet1_7_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_7,267_975_18,57128.0,7245.0
TetRKO+Tet1_8_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_8,414_1005_18,70495.0,9001.0
TetRKO+Tet1_9_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_9,413_14_14,38385.0,6293.0
TetRKO+Tet1_10_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_10,433_799_17,28417.0,0.0
TetRKO+Tet1_11_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_11,434_225_14,34343.0,7088.0
TetRKO+Tet1_12_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_12,441_431_11,25353.0,4794.0
TetRKO+Tet1_13_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_13,587_335_13,34335.0,7649.0
TetRKO+Tet1_14_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_14,682_738_13,30770.0,6200.0
TetRKO+Tet1_15_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_15,719_408_14,44126.0,9219.0
TetRKO+Tet1_16_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_16,808_868_15,41487.0,8848.0
TetRKO+Tet1_17_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_17,834_496_15,43278.0,9738.0
TetRKO+Tet1_18_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_18,870_482_12,27758.0,6643.0
TetRKO+Tet1_19_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_19,905_130_13,31266.0,6213.0
TetRKO+Tet1_20_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_20,952_86_12,29758.0,5593.0
TetRKO+Tet1_21_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_21,992_719_14,40502.0,9058.0
TetRKO+Tet1_22_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_22,1035_82_13,36353.0,6332.0
TetRKO+Tet1_23_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_23,1083_15_21,59779.0,0.0
TetRKO+Tet1_24_1760,TetRKO+Tet1,1760.0,TetRKO+Tet1_24,1089_1087_15,29362.0,3.0
TetRKO+Tet1_0_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_0,21_1076_30,103777.0,0.0
TetRKO+Tet1_1_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_1,7_122_12,29028.0,9619.0
TetRKO+Tet1_2_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_2,64_989_14,43460.0,12046.0
TetRKO+Tet1_3_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_3,144_519_12,33687.0,9370.0
TetRKO+Tet1_4_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_4,214_111_13,40537.0,9798.0
TetRKO+Tet1_5_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_5,243_900_14,47812.0,12693.0
TetRKO+Tet1_6_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_6,243_504_13,39504.0,10946.0
TetRKO+Tet1_7_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_7,267_975_18,64348.0,14465.0
TetRKO+Tet1_8_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_8,414_1005_18,82352.0,20858.0
TetRKO+Tet1_9_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_9,413_14_14,41451.0,9359.0
TetRKO+Tet1_10_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_10,433_799_17,28187.0,0.0
TetRKO+Tet1_11_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_11,434_225_14,37376.0,10121.0
TetRKO+Tet1_12_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_12,441_431_11,28470.0,7911.0
TetRKO+Tet1_13_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_13,587_335_13,36791.0,10105.0
TetRKO+Tet1_14_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_14,682_738_13,34395.0,9825.0
TetRKO+Tet1_15_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_15,719_408_14,47679.0,12772.0
TetRKO+Tet1_16_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_16,808_868_15,45158.0,12519.0
TetRKO+Tet1_17_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_17,834_496_15,45981.0,12441.0
TetRKO+Tet1_18_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_18,870_482_12,28974.0,7859.0
TetRKO+Tet1_19_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_19,905_130_13,33191.0,8138.0
TetRKO+Tet1_20_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_20,952_86_12,31933.0,7768.0
TetRKO+Tet1_21_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_21,992_719_14,44243.0,12799.0
TetRKO+Tet1_22_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_22,1035_82_13,38736.0,8715.0
TetRKO+Tet1_23_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_23,1083_15_21,52058.0,0.0
TetRKO+Tet1_24_2902,TetRKO+Tet1,2902.0,TetRKO+Tet1_24,1089_1087_15,29127.0,0.0
TetRKO+Tet1_0_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_0,21_1076_30,103452.0,0.0
TetRKO+Tet1_1_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_1,7_122_12,21883.0,2474.0
TetRKO+Tet1_2_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_2,64_989_14,34678.0,3264.0
TetRKO+Tet1_3_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_3,144_519_12,25994.0,1677.0
TetRKO+Tet1_4_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_4,214_111_13,32557.0,1818.0
TetRKO+Tet1_5_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_5,243_900_14,38220.0,3101.0
TetRKO+Tet1_6_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_6,243_504_13,30984.0,2426.0
TetRKO+Tet1_7_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_7,267_975_18,52180.0,2297.0
TetRKO+Tet1_8_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_8,414_1005_18,66120.0,4626.0
TetRKO+Tet1_9_1204,TetRKO+Tet1,1204.0,TetRKO+Tet1_9,413_14_14,33787.0,1695.0
