,Cell_type,Time,Spot,Spot_loc,Growth,Growth_normalized
WT_9_1173,WT,1173.0,WT_9,532_717_13,26688.0,9383.0
WT_10_1173,WT,1173.0,WT_10,552_899_14,37796.0,11801.0
WT_11_1173,WT,1173.0,WT_11,570_1002_16,47065.0,13003.0
WT_12_1173,WT,1173.0,WT_12,570_1056_14,34434.0,10640.0
WT_13_1173,WT,1173.0,WT_13,605_1059_12,24592.0,7393.0
WT_14_1173,WT,1173.0,WT_14,618_726_24,88379.0,25989.0
WT_15_1173,WT,1173.0,WT_15,617_823_20,63743.0,16029.0
WT_16_1173,WT,1173.0,WT_16,622_888_14,30942.0,8747.0
WT_17_1173,WT,1173.0,WT_17,628_1092_18,39303.0,10687.0
WT_18_1173,WT,1173.0,WT_18,662_904_11,23135.0,6668.0
WT_19_1173,WT,1173.0,WT_19,672_783_11,23202.0,6952.0
WT_20_1173,WT,1173.0,WT_20,692_931_13,28503.0,7922.0
WT_21_1173,WT,1173.0,WT_21,694_958_11,26226.0,7598.0
WT_22_1173,WT,1173.0,WT_22,716_1036_16,42334.0,12981.0
WT_23_1173,WT,1173.0,WT_23,765_1032_9,15633.0,4666.0
WT_24_1173,WT,1173.0,WT_24,778_1049_11,23882.0,7559.0
WT_25_1173,WT,1173.0,WT_25,840_822_14,40287.0,12779.0
WT_26_1173,WT,1173.0,WT_26,843_785_13,29656.0,9093.0
WT_27_1173,WT,1173.0,WT_27,857_651_14,37327.0,11975.0
WT_28_1173,WT,1173.0,WT_28,881_574_14,38123.0,12788.0
WT_29_1173,WT,1173.0,WT_29,902_885_23,75631.0,20329.0
WT_30_1173,WT,1173.0,WT_30,942_172_16,47704.0,16300.0
WT_31_1173,WT,1173.0,WT_31,958_421_15,43357.0,14257.0
WT_32_1173,WT,1173.0,WT_32,1008_926_14,36147.0,12214.0
WT_33_1173,WT,1173.0,WT_33,1021_1091_11,18234.0,0.0
WT_0_371,WT,371.0,WT_0,22_19_29,119009.0,0.0
WT_1_371,WT,371.0,WT_1,51_267_17,36088.0,272.0
WT_2_371,WT,371.0,WT_2,85_257_15,28239.0,59.0
WT_3_371,WT,371.0,WT_3,170_688_13,21644.0,51.0
WT_4_371,WT,371.0,WT_4,181_593_16,28026.0,128.0
WT_5_371,WT,371.0,WT_5,214_199_15,25472.0,0.0
WT_6_371,WT,371.0,WT_6,425_894_15,28428.0,278.0
WT_7_371,WT,371.0,WT_7,523_677_14,19110.0,0.0
WT_8_371,WT,371.0,WT_8,529_746_13,19797.0,0.0
WT_9_371,WT,371.0,WT_9,532_717_13,17140.0,0.0
WT_10_371,WT,371.0,WT_10,552_899_14,26048.0,53.0
WT_11_371,WT,371.0,WT_11,570_1002_16,34922.0,860.0
WT_12_371,WT,371.0,WT_12,570_1056_14,23904.0,110.0
WT_13_371,WT,371.0,WT_13,605_1059_12,17326.0,127.0
WT_14_371,WT,371.0,WT_14,618_726_24,62841.0,451.0
WT_15_371,WT,371.0,WT_15,617_823_20,46662.0,0.0
WT_16_371,WT,371.0,WT_16,622_888_14,21072.0,0.0
WT_17_371,WT,371.0,WT_17,628_1092_18,28887.0,271.0
WT_18_371,WT,371.0,WT_18,662_904_11,16071.0,0.0
WT_19_371,WT,371.0,WT_19,672_783_11,16177.0,0.0
WT_20_371,WT,371.0,WT_20,692_931_13,20678.0,97.0
WT_21_371,WT,371.0,WT_21,694_958_11,18879.0,251.0
WT_22_371,WT,371.0,WT_22,716_1036_16,29796.0,443.0
WT_23_371,WT,371.0,WT_23,765_1032_9,11297.0,330.0
WT_24_371,WT,371.0,WT_24,778_1049_11,16534.0,211.0
WT_25_371,WT,371.0,WT_25,840_822_14,27398.0,0.0
WT_26_371,WT,371.0,WT_26,843_785_13,20491.0,0.0
WT_27_371,WT,371.0,WT_27,857_651_14,25307.0,0.0
WT_28_371,WT,371.0,WT_28,881_574_14,25396.0,61.0
WT_29_371,WT,371.0,WT_29,902_885_23,55373.0,71.0
WT_30_371,WT,371.0,WT_30,942_172_16,31183.0,0.0
WT_31_371,WT,371.0,WT_31,958_421_15,29105.0,5.0
WT_32_371,WT,371.0,WT_32,1008_926_14,23800.0,0.0
WT_33_371,WT,371.0,WT_33,1021_1091_11,18649.0,283.0
WT_0_1359,WT,1359.0,WT_0,22_19_29,116733.0,0.0
WT_1_1359,WT,1359.0,WT_1,51_267_17,53428.0,17612.0
WT_2_1359,WT,1359.0,WT_2,85_257_15,42111.0,13931.0
WT_3_1359,WT,1359.0,WT_3,170_688_13,32699.0,11106.0
WT_4_1359,WT,1359.0,WT_4,181_593_16,42922.0,15024.0
WT_5_1359,WT,1359.0,WT_5,214_199_15,37981.0,12498.0
WT_6_1359,WT,1359.0,WT_6,425_894_15,42642.0,14492.0
WT_7_1359,WT,1359.0,WT_7,523_677_14,28884.0,9570.0
WT_8_1359,WT,1359.0,WT_8,529_746_13,30492.0,10657.0
WT_9_1359,WT,1359.0,WT_9,532_717_13,26447.0,9142.0
WT_10_1359,WT,1359.0,WT_10,552_899_14,38919.0,12924.0
WT_11_1359,WT,1359.0,WT_11,570_1002_16,47741.0,13679.0
WT_12_1359,WT,1359.0,WT_12,570_1056_14,35129.0,11335.0
WT_13_1359,WT,1359.0,WT_13,605_1059_12,25185.0,7986.0
WT_14_1359,WT,1359.0,WT_14,618_726_24,91381.0,28991.0
WT_15_1359,WT,1359.0,WT_15,617_823_20,65988.0,18274.0
WT_16_1359,WT,1359.0,WT_16,622_888_14,31882.0,9687.0
WT_17_1359,WT,1359.0,WT_17,628_1092_18,38926.0,10310.0
WT_18_1359,WT,1359.0,WT_18,662_904_11,23773.0,7306.0
WT_19_1359,WT,1359.0,WT_19,672_783_11,23835.0,7585.0
WT_20_1359,WT,1359.0,WT_20,692_931_13,28179.0,7598.0
WT_21_1359,WT,1359.0,WT_21,694_958_11,26390.0,7762.0
WT_22_1359,WT,1359.0,WT_22,716_1036_16,43150.0,13797.0
WT_23_1359,WT,1359.0,WT_23,765_1032_9,15426.0,4459.0
WT_24_1359,WT,1359.0,WT_24,778_1049_11,24474.0,8151.0
WT_25_1359,WT,1359.0,WT_25,840_822_14,41225.0,13717.0
WT_26_1359,WT,1359.0,WT_26,843_785_13,30841.0,10278.0
WT_27_1359,WT,1359.0,WT_27,857_651_14,38028.0,12676.0
WT_28_1359,WT,1359.0,WT_28,881_574_14,38880.0,13545.0
WT_29_1359,WT,1359.0,WT_29,902_885_23,77644.0,22342.0
WT_30_1359,WT,1359.0,WT_30,942_172_16,48274.0,16870.0
WT_31_1359,WT,1359.0,WT_31,958_421_15,43712.0,14612.0
WT_32_1359,WT,1359.0,WT_32,1008_926_14,36814.0,12881.0
WT_33_1359,WT,1359.0,WT_33,1021_1091_11,17911.0,0.0
WT_0_2254,WT,2254.0,WT_0,22_19_29,120359.0,0.0
WT_1_2254,WT,2254.0,WT_1,51_267_17,53374.0,17558.0
WT_2_2254,WT,2254.0,WT_2,85_257_15,41620.0,13440.0
WT_3_2254,WT,2254.0,WT_3,170_688_13,32312.0,10719.0
WT_4_2254,WT,2254.0,WT_4,181_593_16,43022.0,15124.0
WT_5_2254,WT,2254.0,WT_5,214_199_15,38051.0,12568.0
WT_6_2254,WT,2254.0,WT_6,425_894_15,43111.0,14961.0
WT_7_2254,WT,2254.0,WT_7,523_677_14,28912.0,9598.0
WT_8_2254,WT,2254.0,WT_8,529_746_13,29983.0,10148.0
WT_9_2254,WT,2254.0,WT_9,532_717_13,26196.0,8891.0
WT_10_2254,WT,2254.0,WT_10,552_899_14,39653.0,13658.0
WT_11_2254,WT,2254.0,WT_11,570_1002_16,48069.0,14007.0
WT_12_2254,WT,2254.0,WT_12,570_1056_14,34671.0,10877.0
WT_13_2254,WT,2254.0,WT_13,605_1059_12,25294.0,8095.0
WT_14_2254,WT,2254.0,WT_14,618_726_24,94936.0,32546.0
WT_15_2254,WT,2254.0,WT_15,617_823_20,67412.0,19698.0
WT_16_2254,WT,2254.0,WT_16,622_888_14,31572.0,9377.0
WT_17_2254,WT,2254.0,WT_17,628_1092_18,39885.0,11269.0
WT_18_2254,WT,2254.0,WT_18,662_904_11,23609.0,7142.0
WT_19_2254,WT,2254.0,WT_19,672_783_11,24357.0,8107.0
WT_20_2254,WT,2254.0,WT_20,692_931_13,28100.0,7519.0
WT_21_2254,WT,2254.0,WT_21,694_958_11,26633.0,8005.0
WT_22_2254,WT,2254.0,WT_22,716_1036_16,43114.0,13761.0
WT_23_2254,WT,2254.0,WT_23,765_1032_9,15394.0,4427.0
WT_24_2254,WT,2254.0,WT_24,778_1049_11,24464.0,8141.0
WT_25_2254,WT,2254.0,WT_25,840_822_14,41954.0,14446.0
WT_26_2254,WT,2254.0,WT_26,843_785_13,30304.0,9741.0
WT_27_2254,WT,2254.0,WT_27,857_651_14,38973.0,13621.0
WT_28_2254,WT,2254.0,WT_28,881_574_14,39959.0,14624.0
WT_29_2254,WT,2254.0,WT_29,902_885_23,83506.0,28204.0
WT_30_2254,WT,2254.0,WT_30,942_172_16,47746.0,16342.0
WT_31_2254,WT,2254.0,WT_31,958_421_15,44440.0,15340.0
WT_32_2254,WT,2254.0,WT_32,1008_926_14,37487.0,13554.0
WT_33_2254,WT,2254.0,WT_33,1021_1091_11,17282.0,0.0
WT_0_2532,WT,2532.0,WT_0,22_19_29,121027.0,302.0
WT_1_2532,WT,2532.0,WT_1,51_267_17,53424.0,17608.0
WT_2_2532,WT,2532.0,WT_2,85_257_15,41813.0,13633.0
WT_3_2532,WT,2532.0,WT_3,170_688_13,32796.0,11203.0
WT_4_2532,WT,2532.0,WT_4,181_593_16,43196.0,15298.0
WT_5_2532,WT,2532.0,WT_5,214_199_15,38468.0,12985.0
WT_6_2532,WT,2532.0,WT_6,425_894_15,43179.0,15029.0
WT_7_2532,WT,2532.0,WT_7,523_677_14,29269.0,9955.0
WT_8_2532,WT,2532.0,WT_8,529_746_13,29970.0,10135.0
WT_9_2532,WT,2532.0,WT_9,532_717_13,26446.0,9141.0
WT_10_2532,WT,2532.0,WT_10,552_899_14,39492.0,13497.0
WT_11_2532,WT,2532.0,WT_11,570_1002_16,48357.0,14295.0
WT_12_2532,WT,2532.0,WT_12,570_1056_14,34536.0,10742.0
WT_13_2532,WT,2532.0,WT_13,605_1059_12,25174.0,7975.0
WT_14_2532,WT,2532.0,WT_14,618_726_24,95140.0,32750.0
WT_15_2532,WT,2532.0,WT_15,617_823_20,67349.0,19635.0
WT_16_2532,WT,2532.0,WT_16,622_888_14,31565.0,9370.0
WT_17_2532,WT,2532.0,WT_17,628_1092_18,40312.0,11696.0
WT_18_2532,WT,2532.0,WT_18,662_904_11,23607.0,7140.0
WT_19_2532,WT,2532.0,WT_19,672_783_11,24379.0,8129.0
WT_20_2532,WT,2532.0,WT_20,692_931_13,28359.0,7778.0
WT_21_2532,WT,2532.0,WT_21,694_958_11,26709.0,8081.0
WT_22_2532,WT,2532.0,WT_22,716_1036_16,42882.0,13529.0
WT_23_2532,WT,2532.0,WT_23,765_1032_9,15518.0,4551.0
WT_24_2532,WT,2532.0,WT_24,778_1049_11,24451.0,8128.0
WT_25_2532,WT,2532.0,WT_25,840_822_14,42076.0,14568.0
WT_26_2532,WT,2532.0,WT_26,843_785_13,30477.0,9914.0
WT_27_2532,WT,2532.0,WT_27,857_651_14,39084.0,13732.0
WT_28_2532,WT,2532.0,WT_28,881_574_14,39987.0,14652.0
WT_29_2532,WT,2532.0,WT_29,902_885_23,83367.0,28065.0
WT_30_2532,WT,2532.0,WT_30,942_172_16,47787.0,16383.0
WT_31_2532,WT,2532.0,WT_31,958_421_15,44650.0,15550.0
WT_32_2532,WT,2532.0,WT_32,1008_926_14,37418.0,13485.0
WT_33_2532,WT,2532.0,WT_33,1021_1091_11,17262.0,0.0
WT_0_1760,WT,1760.0,WT_0,22_19_29,117724.0,0.0
WT_1_1760,WT,1760.0,WT_1,51_267_17,53045.0,17229.0
WT_2_1760,WT,1760.0,WT_2,85_257_15,41030.0,12850.0
WT_3_1760,WT,1760.0,WT_3,170_688_13,31491.0,9898.0
WT_4_1760,WT,1760.0,WT_4,181_593_16,42371.0,14473.0
WT_5_1760,WT,1760.0,WT_5,214_199_15,36981.0,11498.0
WT_6_1760,WT,1760.0,WT_6,425_894_15,42758.0,14608.0
WT_7_1760,WT,1760.0,WT_7,523_677_14,28696.0,9382.0
WT_8_1760,WT,1760.0,WT_8,529_746_13,30572.0,10737.0
WT_9_1760,WT,1760.0,WT_9,532_717_13,25961.0,8656.0
WT_10_1760,WT,1760.0,WT_10,552_899_14,40324.0,14329.0
WT_11_1760,WT,1760.0,WT_11,570_1002_16,48053.0,13991.0
WT_12_1760,WT,1760.0,WT_12,570_1056_14,35602.0,11808.0
WT_13_1760,WT,1760.0,WT_13,605_1059_12,25672.0,8473.0
WT_14_1760,WT,1760.0,WT_14,618_726_24,94797.0,32407.0
WT_15_1760,WT,1760.0,WT_15,617_823_20,68079.0,20365.0
WT_16_1760,WT,1760.0,WT_16,622_888_14,32242.0,10047.0
WT_17_1760,WT,1760.0,WT_17,628_1092_18,38801.0,10185.0
WT_18_1760,WT,1760.0,WT_18,662_904_11,24112.0,7645.0
WT_19_1760,WT,1760.0,WT_19,672_783_11,24690.0,8440.0
WT_20_1760,WT,1760.0,WT_20,692_931_13,27831.0,7250.0
WT_21_1760,WT,1760.0,WT_21,694_958_11,26579.0,7951.0
WT_22_1760,WT,1760.0,WT_22,716_1036_16,43953.0,14600.0
WT_23_1760,WT,1760.0,WT_23,765_1032_9,15192.0,4225.0
WT_24_1760,WT,1760.0,WT_24,778_1049_11,24820.0,8497.0
WT_25_1760,WT,1760.0,WT_25,840_822_14,42516.0,15008.0
WT_26_1760,WT,1760.0,WT_26,843_785_13,30665.0,10102.0
WT_27_1760,WT,1760.0,WT_27,857_651_14,39483.0,14131.0
WT_28_1760,WT,1760.0,WT_28,881_574_14,40501.0,15166.0
WT_29_1760,WT,1760.0,WT_29,902_885_23,83151.0,27849.0
WT_30_1760,WT,1760.0,WT_30,942_172_16,47507.0,16103.0
WT_31_1760,WT,1760.0,WT_31,958_421_15,44023.0,14923.0
WT_32_1760,WT,1760.0,WT_32,1008_926_14,37840.0,13907.0
WT_33_1760,WT,1760.0,WT_33,1021_1091_11,17352.0,0.0
WT_0_1204,WT,1204.0,WT_0,22_19_29,117251.0,0.0
WT_1_1204,WT,1204.0,WT_1,51_267_17,53125.0,17309.0
WT_2_1204,WT,1204.0,WT_2,85_257_15,41998.0,13818.0
WT_3_1204,WT,1204.0,WT_3,170_688_13,32958.0,11365.0
WT_4_1204,WT,1204.0,WT_4,181_593_16,42989.0,15091.0
WT_5_1204,WT,1204.0,WT_5,214_199_15,38305.0,12822.0
WT_6_1204,WT,1204.0,WT_6,425_894_15,42415.0,14265.0
WT_7_1204,WT,1204.0,WT_7,523_677_14,29048.0,9734.0
WT_8_1204,WT,1204.0,WT_8,529_746_13,30258.0,10423.0
WT_9_1204,WT,1204.0,WT_9,532_717_13,26721.0,9416.0
WT_10_1204,WT,1204.0,WT_10,552_899_14,38090.0,12095.0
WT_11_1204,WT,1204.0,WT_11,570_1002_16,47512.0,13450.0
WT_12_1204,WT,1204.0,WT_12,570_1056_14,34674.0,10880.0
WT_13_1204,WT,1204.0,WT_13,605_1059_12,24790.0,7591.0
WT_14_1204,WT,1204.0,WT_14,618_726_24,89155.0,26765.0
WT_15_1204,WT,1204.0,WT_15,617_823_20,64317.0,16603.0
WT_16_1204,WT,1204.0,WT_16,622_888_14,31161.0,8966.0
WT_17_1204,WT,1204.0,WT_17,628_1092_18,39225.0,10609.0
WT_18_1204,WT,1204.0,WT_18,662_904_11,23270.0,6803.0
WT_19_1204,WT,1204.0,WT_19,672_783_11,23331.0,7081.0
WT_20_1204,WT,1204.0,WT_20,692_931_13,28496.0,7915.0
WT_21_1204,WT,1204.0,WT_21,694_958_11,26328.0,7700.0
WT_22_1204,WT,1204.0,WT_22,716_1036_16,42574.0,13221.0
WT_23_1204,WT,1204.0,WT_23,765_1032_9,15676.0,4709.0
WT_24_1204,WT,1204.0,WT_24,778_1049_11,24038.0,7715.0
WT_25_1204,WT,1204.0,WT_25,840_822_14,40524.0,13016.0
WT_26_1204,WT,1204.0,WT_26,843_785_13,29901.0,9338.0
WT_27_1204,WT,1204.0,WT_27,857_651_14,37476.0,12124.0
WT_28_1204,WT,1204.0,WT_28,881_574_14,38272.0,12937.0
WT_29_1204,WT,1204.0,WT_29,902_885_23,76219.0,20917.0
WT_30_1204,WT,1204.0,WT_30,942_172_16,47881.0,16477.0
WT_31_1204,WT,1204.0,WT_31,958_421_15,43474.0,14374.0
WT_32_1204,WT,1204.0,WT_32,1008_926_14,36368.0,12435.0
WT_33_1204,WT,1204.0,WT_33,1021_1091_11,18211.0,0.0
WT_0_2902,WT,2902.0,WT_0,22_19_29,123263.0,2538.0
WT_1_2902,WT,2902.0,WT_1,51_267_17,53418.0,17602.0
WT_2_2902,WT,2902.0,WT_2,85_257_15,42028.0,13848.0
WT_3_2902,WT,2902.0,WT_3,170_688_13,33187.0,11594.0
WT_4_2902,WT,2902.0,WT_4,181_593_16,43432.0,15534.0
WT_5_2902,WT,2902.0,WT_5,214_199_15,38902.0,13419.0
WT_6_2902,WT,2902.0,WT_6,425_894_15,43169.0,15019.0
WT_7_2902,WT,2902.0,WT_7,523_677_14,29603.0,10289.0
WT_8_2902,WT,2902.0,WT_8,529_746_13,30003.0,10168.0
WT_9_2902,WT,2902.0,WT_9,532_717_13,26687.0,9382.0
WT_10_2902,WT,2902.0,WT_10,552_899_14,39227.0,13232.0
WT_11_2902,WT,2902.0,WT_11,570_1002_16,48458.0,14396.0
WT_12_2902,WT,2902.0,WT_12,570_1056_14,34260.0,10466.0
WT_13_2902,WT,2902.0,WT_13,605_1059_12,24899.0,7700.0
WT_14_2902,WT,2902.0,WT_14,618_726_24,94978.0,32588.0
WT_15_2902,WT,2902.0,WT_15,617_823_20,66869.0,19155.0
WT_16_2902,WT,2902.0,WT_16,622_888_14,31310.0,9115.0
WT_17_2902,WT,2902.0,WT_17,628_1092_18,40513.0,11897.0
WT_18_2902,WT,2902.0,WT_18,662_904_11,23466.0,6999.0
WT_19_2902,WT,2902.0,WT_19,672_783_11,24366.0,8116.0
WT_20_2902,WT,2902.0,WT_20,692_931_13,28524.0,7943.0
WT_21_2902,WT,2902.0,WT_21,694_958_11,26720.0,8092.0
WT_22_2902,WT,2902.0,WT_22,716_1036_16,42557.0,13204.0
WT_23_2902,WT,2902.0,WT_23,765_1032_9,15561.0,4594.0
WT_24_2902,WT,2902.0,WT_24,778_1049_11,24314.0,7991.0
WT_25_2902,WT,2902.0,WT_25,840_822_14,41936.0,14428.0
WT_26_2902,WT,2902.0,WT_26,843_785_13,30662.0,10099.0
WT_27_2902,WT,2902.0,WT_27,857_651_14,39083.0,13731.0
WT_28_2902,WT,2902.0,WT_28,881_574_14,39881.0,14546.0
WT_29_2902,WT,2902.0,WT_29,902_885_23,82993.0,27691.0
WT_30_2902,WT,2902.0,WT_30,942_172_16,47860.0,16456.0
WT_31_2902,WT,2902.0,WT_31,958_421_15,44766.0,15666.0
WT_32_2902,WT,2902.0,WT_32,1008_926_14,37291.0,13358.0
WT_33_2902,WT,2902.0,WT_33,1021_1091_11,17145.0,0.0
WT_0_2686,WT,2686.0,WT_0,22_19_29,121300.0,575.0
WT_1_2686,WT,2686.0,WT_1,51_267_17,53198.0,17382.0
WT_2_2686,WT,2686.0,WT_2,85_257_15,41741.0,13561.0
WT_3_2686,WT,2686.0,WT_3,170_688_13,32898.0,11305.0
WT_4_2686,WT,2686.0,WT_4,181_593_16,43183.0,15285.0
WT_5_2686,WT,2686.0,WT_5,214_199_15,38537.0,13054.0
WT_6_2686,WT,2686.0,WT_6,425_894_15,43019.0,14869.0
WT_7_2686,WT,2686.0,WT_7,523_677_14,29327.0,10013.0
WT_8_2686,WT,2686.0,WT_8,529_746_13,29956.0,10121.0
WT_9_2686,WT,2686.0,WT_9,532_717_13,26506.0,9201.0
WT_10_2686,WT,2686.0,WT_10,552_899_14,39322.0,13327.0
WT_11_2686,WT,2686.0,WT_11,570_1002_16,48202.0,14140.0
WT_12_2686,WT,2686.0,WT_12,570_1056_14,34284.0,10490.0
WT_13_2686,WT,2686.0,WT_13,605_1059_12,24964.0,7765.0
WT_14_2686,WT,2686.0,WT_14,618_726_24,94954.0,32564.0
WT_15_2686,WT,2686.0,WT_15,617_823_20,66949.0,19235.0
WT_16_2686,WT,2686.0,WT_16,622_888_14,31344.0,9149.0
WT_17_2686,WT,2686.0,WT_17,628_1092_18,40296.0,11680.0
WT_18_2686,WT,2686.0,WT_18,662_904_11,23463.0,6996.0
WT_19_2686,WT,2686.0,WT_19,672_783_11,24290.0,8040.0
WT_20_2686,WT,2686.0,WT_20,692_931_13,28344.0,7763.0
WT_21_2686,WT,2686.0,WT_21,694_958_11,26613.0,7985.0
WT_22_2686,WT,2686.0,WT_22,716_1036_16,42573.0,13220.0
WT_23_2686,WT,2686.0,WT_23,765_1032_9,15470.0,4503.0
WT_24_2686,WT,2686.0,WT_24,778_1049_11,24292.0,7969.0
WT_25_2686,WT,2686.0,WT_25,840_822_14,41885.0,14377.0
WT_26_2686,WT,2686.0,WT_26,843_785_13,30508.0,9945.0
WT_27_2686,WT,2686.0,WT_27,857_651_14,39091.0,13739.0
WT_28_2686,WT,2686.0,WT_28,881_574_14,39904.0,14569.0
WT_29_2686,WT,2686.0,WT_29,902_885_23,82949.0,27647.0
WT_30_2686,WT,2686.0,WT_30,942_172_16,47685.0,16281.0
WT_31_2686,WT,2686.0,WT_31,958_421_15,44618.0,15518.0
WT_32_2686,WT,2686.0,WT_32,1008_926_14,37315.0,13382.0
WT_33_2686,WT,2686.0,WT_33,1021_1091_11,17117.0,0.0
WT_0_402,WT,402.0,WT_0,22_19_29,118983.0,0.0
WT_1_402,WT,402.0,WT_1,51_267_17,36226.0,410.0
WT_2_402,WT,402.0,WT_2,85_257_15,28312.0,132.0
WT_3_402,WT,402.0,WT_3,170_688_13,21686.0,93.0
WT_4_402,WT,402.0,WT_4,181_593_16,28096.0,198.0
WT_5_402,WT,402.0,WT_5,214_199_15,25537.0,54.0
WT_6_402,WT,402.0,WT_6,425_894_15,28473.0,323.0
WT_7_402,WT,402.0,WT_7,523_677_14,19109.0,0.0
WT_8_402,WT,402.0,WT_8,529_746_13,19822.0,0.0
WT_9_402,WT,402.0,WT_9,532_717_13,17160.0,0.0
WT_10_402,WT,402.0,WT_10,552_899_14,26128.0,133.0
WT_11_402,WT,402.0,WT_11,570_1002_16,35028.0,966.0
WT_12_402,WT,402.0,WT_12,570_1056_14,23973.0,179.0
WT_13_402,WT,402.0,WT_13,605_1059_12,17360.0,161.0
WT_14_402,WT,402.0,WT_14,618_726_24,63250.0,860.0
WT_15_402,WT,402.0,WT_15,617_823_20,46730.0,0.0
WT_16_402,WT,402.0,WT_16,622_888_14,21104.0,0.0
WT_17_402,WT,402.0,WT_17,628_1092_18,28982.0,366.0
WT_18_402,WT,402.0,WT_18,662_904_11,16107.0,0.0
WT_19_402,WT,402.0,WT_19,672_783_11,16210.0,0.0
WT_20_402,WT,402.0,WT_20,692_931_13,20723.0,142.0
WT_21_402,WT,402.0,WT_21,694_958_11,18892.0,264.0
WT_22_402,WT,402.0,WT_22,716_1036_16,29862.0,509.0
WT_23_402,WT,402.0,WT_23,765_1032_9,11357.0,390.0
WT_24_402,WT,402.0,WT_24,778_1049_11,16522.0,199.0
WT_25_402,WT,402.0,WT_25,840_822_14,27395.0,0.0
WT_26_402,WT,402.0,WT_26,843_785_13,20489.0,0.0
WT_27_402,WT,402.0,WT_27,857_651_14,25384.0,32.0
WT_28_402,WT,402.0,WT_28,881_574_14,25384.0,49.0
WT_29_402,WT,402.0,WT_29,902_885_23,55492.0,190.0
WT_30_402,WT,402.0,WT_30,942_172_16,31251.0,0.0
WT_31_402,WT,402.0,WT_31,958_421_15,29197.0,97.0
WT_32_402,WT,402.0,WT_32,1008_926_14,23951.0,18.0
WT_33_402,WT,402.0,WT_33,1021_1091_11,18687.0,321.0
WT_0_2069,WT,2069.0,WT_0,22_19_29,119457.0,0.0
WT_1_2069,WT,2069.0,WT_1,51_267_17,53157.0,17341.0
WT_2_2069,WT,2069.0,WT_2,85_257_15,41339.0,13159.0
WT_3_2069,WT,2069.0,WT_3,170_688_13,31798.0,10205.0
WT_4_2069,WT,2069.0,WT_4,181_593_16,42755.0,14857.0
WT_5_2069,WT,2069.0,WT_5,214_199_15,37543.0,12060.0
WT_6_2069,WT,2069.0,WT_6,425_894_15,42974.0,14824.0
WT_7_2069,WT,2069.0,WT_7,523_677_14,28759.0,9445.0
WT_8_2069,WT,2069.0,WT_8,529_746_13,30085.0,10250.0
WT_9_2069,WT,2069.0,WT_9,532_717_13,26044.0,8739.0
WT_10_2069,WT,2069.0,WT_10,552_899_14,39726.0,13731.0
WT_11_2069,WT,2069.0,WT_11,570_1002_16,47944.0,13882.0
WT_12_2069,WT,2069.0,WT_12,570_1056_14,34943.0,11149.0
WT_13_2069,WT,2069.0,WT_13,605_1059_12,25462.0,8263.0
WT_14_2069,WT,2069.0,WT_14,618_726_24,94841.0,32451.0
WT_15_2069,WT,2069.0,WT_15,617_823_20,67635.0,19921.0
WT_16_2069,WT,2069.0,WT_16,622_888_14,31683.0,9488.0
WT_17_2069,WT,2069.0,WT_17,628_1092_18,39474.0,10858.0
WT_18_2069,WT,2069.0,WT_18,662_904_11,23697.0,7230.0
WT_19_2069,WT,2069.0,WT_19,672_783_11,24450.0,8200.0
WT_20_2069,WT,2069.0,WT_20,692_931_13,27965.0,7384.0
WT_21_2069,WT,2069.0,WT_21,694_958_11,26573.0,7945.0
WT_22_2069,WT,2069.0,WT_22,716_1036_16,43303.0,13950.0
WT_23_2069,WT,2069.0,WT_23,765_1032_9,15273.0,4306.0
WT_24_2069,WT,2069.0,WT_24,778_1049_11,24556.0,8233.0
WT_25_2069,WT,2069.0,WT_25,840_822_14,42114.0,14606.0
WT_26_2069,WT,2069.0,WT_26,843_785_13,30313.0,9750.0
WT_27_2069,WT,2069.0,WT_27,857_651_14,39161.0,13809.0
WT_28_2069,WT,2069.0,WT_28,881_574_14,40197.0,14862.0
WT_29_2069,WT,2069.0,WT_29,902_885_23,83402.0,28100.0
WT_30_2069,WT,2069.0,WT_30,942_172_16,47564.0,16160.0
WT_31_2069,WT,2069.0,WT_31,958_421_15,44334.0,15234.0
WT_32_2069,WT,2069.0,WT_32,1008_926_14,37590.0,13657.0
WT_33_2069,WT,2069.0,WT_33,1021_1091_11,17324.0,0.0
WT_0_0,WT,0.0,WT_0,22_19_29,120725.0,0.0
WT_1_0,WT,0.0,WT_1,51_267_17,35816.0,0.0
WT_2_0,WT,0.0,WT_2,85_257_15,28180.0,0.0
WT_3_0,WT,0.0,WT_3,170_688_13,21593.0,0.0
WT_4_0,WT,0.0,WT_4,181_593_16,27898.0,0.0
WT_5_0,WT,0.0,WT_5,214_199_15,25483.0,0.0
WT_6_0,WT,0.0,WT_6,425_894_15,28150.0,0.0
WT_7_0,WT,0.0,WT_7,523_677_14,19314.0,0.0
WT_8_0,WT,0.0,WT_8,529_746_13,19835.0,0.0
WT_9_0,WT,0.0,WT_9,532_717_13,17305.0,0.0
WT_10_0,WT,0.0,WT_10,552_899_14,25995.0,0.0
WT_11_0,WT,0.0,WT_11,570_1002_16,34062.0,0.0
WT_12_0,WT,0.0,WT_12,570_1056_14,23794.0,0.0
WT_13_0,WT,0.0,WT_13,605_1059_12,17199.0,0.0
WT_14_0,WT,0.0,WT_14,618_726_24,62390.0,0.0
WT_15_0,WT,0.0,WT_15,617_823_20,47714.0,0.0
